Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
2.44590365066524e-06,24,1731,3.237152053,GO:0043207 response to external biotic stimulus , http://amigo.geneontology.org/amigo/term/GO:0043207, SYK  PTK2  LCK  SRC  TLR9  JAK2  JAK1  SCARB1  AXL  FGFR2  TYRO3  ABL1  MAPK1  MAPK3  JAK3  CDK4  DRD2  PTGER1  PTAFR  PIK3CD  RPS6KA3  MAPK11  IKBKB  PIK3CG
2.45584856228853e-06,12,413,6.783910659,GO:0045862 positive regulation of proteolysis , http://amigo.geneontology.org/amigo/term/GO:0045862, LGMN  PLK1  LCK  MAPK9  JAK2  SRC  STAT3  SIRT1  ROCK2  SYK  RET  PTK2
2.57019857904406e-06,14,589,5.549599806,GO:0006914 autophagy , http://amigo.geneontology.org/amigo/term/GO:0006914, CTSK  SIRT1  STAT3  PIK3CB  ABL1  MAPK3  DRD2  DRD3  TLR9  ROCK1  CAPN1  CDK5R1  CDK5  SRC
2.57019857904406e-06,14,589,5.549599806,GO:0061919 process utilizing autophagic mechanism , http://amigo.geneontology.org/amigo/term/GO:0061919, CTSK  SIRT1  STAT3  PIK3CB  ABL1  MAPK3  DRD2  DRD3  TLR9  ROCK1  CAPN1  CDK5R1  CDK5  SRC
2.63162434584749e-06,12,416,6.734988226,GO:0043434 response to peptide hormone , http://amigo.geneontology.org/amigo/term/GO:0043434, JAK2  JAK3  JAK1  STAT3  SIRT1  PTK2  INSR  ROCK1  CDK4  CCNA2  SRC  ROCK2
2.72641028587604e-06,7,99,16.50865801,GO:0048661 positive regulation of smooth muscle cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0048661, FGFR2  JAK2  NPY5R  PTAFR  SRC  MMP9  PDGFRB
2.75548211431062e-06,10,268,8.711925069,GO:0071219 cellular response to molecule of bacterial origin , http://amigo.geneontology.org/amigo/term/GO:0071219, AXL  SCARB1  JAK2  ABL1  MAPK1  MAPK3  CDK4  PTAFR  SRC  TLR9
2.77620544261119e-06,27,2160,2.918494898,GO:0033554 cellular response to stress , http://amigo.geneontology.org/amigo/term/GO:0033554, MAPK9  MAPK10  CDK1  TLR9  SIRT1  ABL1  MAPK1  MMP9  MAPK3  CCND1  PDGFRA  EGFR  TNIK  PLK1  SLC8A1  MAPK11  PIK3CB  JAK2  CDK2  CCNA2  BRAF  AXL  SRC  FLT4  ROCK2  IKBKB  RPS6KA3
2.89353243424086e-06,19,1122,3.953754229,GO:0045321 leukocyte activation , http://amigo.geneontology.org/amigo/term/GO:0045321, ITK  SYK  AXL  LCK  JAK2  PIK3CD  TLR9  TYRO3  ABL1  JAK3  ERBB2  MERTK  BRAF  STAT3  PTAFR  CTSL  FKBP1A  PIK3CG  SRC
2.89394386294061e-06,17,898,4.419992273,GO:0009725 response to hormone , http://amigo.geneontology.org/amigo/term/GO:0009725, JAK2  JAK3  JAK1  STAT3  SRC  SIRT1  CCND1  PTK2  INSR  ROCK1  PDGFRB  CDK4  CCNA2  PTAFR  CTSL  CTSS  ROCK2
3.15211460754349e-06,13,509,5.963132994,GO:0052547 regulation of peptidase activity , http://amigo.geneontology.org/amigo/term/GO:0052547, LGMN  RPS6KA3  LCK  ROCK1  JAK2  STAT3  SIRT1  MMP9  ROCK2  SYK  RET  SRC  RAF1
3.15712765154062e-06,8,150,12.4522449,GO:0030879 mammary gland development , http://amigo.geneontology.org/amigo/term/GO:0030879, CAPN1  JAK2  MAPK1  CCND1  SMO  FASN  SRC  FGFR2
3.24764751813708e-06,9,208,10.10248234,GO:0071248 cellular response to metal ion , http://amigo.geneontology.org/amigo/term/GO:0071248, LGMN  MMP9  BRAF  BACE1  TLR9  MAPK9  MAPK1  MAPK3  EGFR
3.25876128932828e-06,5,33,35.37569573,GO:0016572 histone phosphorylation , http://amigo.geneontology.org/amigo/term/GO:0016572, CDK2  CCNA2  CDK5  CDK1  MAPK3
3.29720053296284e-06,10,274,8.521152987,GO:0045927 positive regulation of growth , http://amigo.geneontology.org/amigo/term/GO:0045927, PIM1  EGFR  ACACB  SMO  DRD2  CDK1  ERBB2  INSR  FGFR2  RPS6KA3
3.29720053296284e-06,10,274,8.521152987,GO:0090068 positive regulation of cell cycle process , http://amigo.geneontology.org/amigo/term/GO:0090068, CDC25B  CCND1  CDK4  ROCK2  DRD3  INSR  EGFR  DRD2  CDK1  PDGFRB
3.31738739248233e-06,11,347,7.401370346,GO:0050890 cognition , http://amigo.geneontology.org/amigo/term/GO:0050890, ABL1  LGMN  DRD2  BRAF  CDK5  GRM5  SRC  EGFR  DRD3  MAPK1  INSR
3.38005390704479e-06,6,63,22.2361516,GO:0035924 cellular response to vascular endothelial growth factor stimulus , http://amigo.geneontology.org/amigo/term/GO:0035924, FLT4  FLT1  PDGFRB  PDGFRA  PIK3CB  PIK3CD
3.38005390704479e-06,6,63,22.2361516,GO:0050853 B cell receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0050853, ITK  SYK  LCK  ABL1  MAPK1  PIK3CD
3.41966300850184e-06,8,152,12.28839957,GO:0000086 G2/M transition of mitotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:0000086, CDC25B  CDK2  CDK1  ABCB1  CCND1  CDK4  CCNA2  PLK1
3.49261722057384e-06,4,14,66.70845481,GO:0070141 response to UV-A , http://amigo.geneontology.org/amigo/term/GO:0070141, MMP9  CCND1  EGFR  MMP1
3.65096962090068e-06,7,104,15.71497253,GO:0007173 epidermal growth factor receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0007173, PTK2  SRC  ERBB2  EGFR  BRAF  ABL1  MMP9
3.65096962090068e-06,7,104,15.71497253,GO:0034109 homotypic cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0034109, TYRO3  SYK  JAK2  PDGFRA  JAK1  PIK3CB  PIK3CG
3.66771806800495e-06,6,64,21.88871173,GO:0046686 response to cadmium ion , http://amigo.geneontology.org/amigo/term/GO:0046686, MMP9  MAPK9  CDK1  MAPK1  MAPK3  EGFR
3.72009009398785e-06,30,2642,2.651168719,GO:0008104 protein localization , http://amigo.geneontology.org/amigo/term/GO:0008104, PORCN  TTK  ERBB2  EGFR  DRD2  DRD3  BRAF  PLK1  STAT3  CDK1  MAPK9  JAK2  CCNE1  CPT1A  SMO  RAF1  CDK5  CCNE2  CDK5R1  SRC  ROCK1  FKBP1A  ROCK2  POLR1A  ABL1  IKBKB  TNIK  JAK1  SYK  ACHE
3.85723532981875e-06,7,105,15.56530612,GO:0071868 cellular response to monoamine stimulus , http://amigo.geneontology.org/amigo/term/GO:0071868, DRD2  DRD3  HRH4  PTGER1  MAPK1  MAPK3  ABL1
3.85723532981875e-06,7,105,15.56530612,GO:0071870 cellular response to catecholamine stimulus , http://amigo.geneontology.org/amigo/term/GO:0071870, DRD2  DRD3  HRH4  PTGER1  MAPK1  MAPK3  ABL1
3.88809467928029e-06,8,155,12.05055958,GO:0007612 learning , http://amigo.geneontology.org/amigo/term/GO:0007612, ABL1  LGMN  DRD2  BRAF  CDK5  GRM5  DRD3  INSR
3.9526280237848e-06,20,1269,3.6797414,GO:0033043 regulation of organelle organization , http://amigo.geneontology.org/amigo/term/GO:0033043, TTK  ROCK1  CDK2  PLK1  MAPK9  ABL1  MAPK1  MAPK3  ROCK2  DRD3  BRAF  INSR  CDK5R1  SRC  MMP9  TEK  PDGFRB  PDGFRA  CDK5  PTK2
3.95359083737721e-06,6,65,21.55196232,GO:0051893 regulation of focal adhesion assembly , http://amigo.geneontology.org/amigo/term/GO:0051893, ROCK1  SRC  PTK2  ABL1  TEK  ROCK2
3.95359083737721e-06,6,65,21.55196232,GO:0090109 regulation of cell-substrate junction assembly , http://amigo.geneontology.org/amigo/term/GO:0090109, ROCK1  SRC  PTK2  ABL1  TEK  ROCK2
4.03272135001927e-06,23,1653,3.248657358,GO:0055085 transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0055085, GABRA1  DRD2  DRD3  SCN9A  SLC8A1  ABCB1  FKBP1A  MMP9  BRAF  CTSS  INSR  TLR9  ABL1  PIK3CG  ABCG2  CDK5  PTAFR  GRM5  SCARB1  PIM1  LCK  CAPN1  CPT1A
4.08811311572042e-06,15,714,4.905033442,GO:0055065 metal ion homeostasis , http://amigo.geneontology.org/amigo/term/GO:0055065, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  PIK3CB  JAK2  ABL1  JAK3  PIK3CG  HRH4  CDK5  GRM5  LCK  PDGFRA
4.16478252608061e-06,29,2507,2.700801022,GO:0003008 system process , http://amigo.geneontology.org/amigo/term/GO:0003008, GABRA1  SCN9A  ABCB1  ABCG2  SLC8A1  FLT4  TBXAS1  ROCK1  SCARB1  JAK2  ABL1  LGMN  MAPK3  FAAH  ROCK2  DRD2  DRD3  BRAF  CDK5  GRM5  PTAFR  BACE1  SRC  TLR9  EGFR  MAPK1  INSR  PIK3CG  TEK
4.18828247900329e-06,5,35,33.35422741,GO:0071398 cellular response to fatty acid , http://amigo.geneontology.org/amigo/term/GO:0071398, DGAT2  CPT1A  CDK4  PTAFR  SRC
4.20021649176404e-06,8,157,11.89704927,GO:0035303 regulation of dephosphorylation , http://amigo.geneontology.org/amigo/term/GO:0035303, FKBP1A  PDGFRB  SRC  JAK2  DRD2  ROCK1  ROCK2  IKBKB
4.20559517202819e-06,17,927,4.281718513,GO:0030155 regulation of cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0030155, SYK  PTK2  JAK2  ERBB2  RET  LCK  PIK3CB  ROCK1  ABL1  JAK3  BRAF  JAK1  PTAFR  SRC  TEK  PIK3CG  ROCK2
4.3532621330209e-06,13,527,5.759458622,GO:0008015 blood circulation , http://amigo.geneontology.org/amigo/term/GO:0008015, SLC8A1  TBXAS1  ROCK1  JAK2  ABL1  FAAH  DRD2  PTAFR  ROCK2  DRD3  PIK3CG  TEK  SRC
4.38784970418478e-06,11,359,7.153970781,GO:0044403 biological process involved in symbiotic interaction , http://amigo.geneontology.org/amigo/term/GO:0044403, CCNT1  CTSL  SCARB1  TYRO3  JAK2  EGFR  CDK1  ROCK2  AXL  INSR  SRC
4.48779056477966e-06,7,108,15.13293651,GO:0010921 regulation of phosphatase activity , http://amigo.geneontology.org/amigo/term/GO:0010921, FKBP1A  PDGFRB  JAK2  DRD2  ROCK1  ROCK2  IKBKB
4.48779056477966e-06,7,108,15.13293651,GO:0048144 fibroblast proliferation , http://amigo.geneontology.org/amigo/term/GO:0048144, PDGFRA  ABL1  PDGFRB  CCNA2  EGFR  CDK1  CDK4
4.48779056477966e-06,7,108,15.13293651,GO:0071867 response to monoamine , http://amigo.geneontology.org/amigo/term/GO:0071867, DRD2  DRD3  ABL1  HRH4  PTGER1  MAPK1  MAPK3
4.48779056477966e-06,7,108,15.13293651,GO:0071869 response to catecholamine , http://amigo.geneontology.org/amigo/term/GO:0071869, DRD2  DRD3  ABL1  HRH4  PTGER1  MAPK1  MAPK3
4.54337746561219e-06,10,286,8.163622092,GO:0051924 regulation of calcium ion transport , http://amigo.geneontology.org/amigo/term/GO:0051924, DRD2  DRD3  FKBP1A  TLR9  ABL1  JAK3  PIK3CG  CDK5  SLC8A1  PDGFRB
4.72587641259638e-06,5,36,32.42772109,GO:0038094 Fc-gamma receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0038094, LCK  ABL1  SYK  PTK2  SRC
4.73127868941319e-06,8,160,11.67397959,GO:0035265 organ growth , http://amigo.geneontology.org/amigo/term/GO:0035265, PIM1  FGFR2  ACACB  PDGFRB  SMO  CDK1  MAPK11  FGFR3
4.75515975488007e-06,9,220,9.551437848,GO:0010810 regulation of cell-substrate adhesion , http://amigo.geneontology.org/amigo/term/GO:0010810, JAK2  PIK3CB  ROCK1  BRAF  SRC  PTK2  ABL1  TEK  ROCK2
4.75515975488007e-06,9,220,9.551437848,GO:0030100 regulation of endocytosis , http://amigo.geneontology.org/amigo/term/GO:0030100, INSR  DRD2  DRD3  SYK  ROCK1  AXL  SRC  PIK3CB  ABL1
4.97757500895466e-06,23,1677,3.202164945,GO:0006811 ion transport , http://amigo.geneontology.org/amigo/term/GO:0006811, GABRA1  DRD2  DRD3  SCN9A  SLC8A1  FKBP1A  MMP9  ABCG2  CTSS  TLR9  ABL1  JAK3  PIK3CG  CDK2  NPY5R  CDK5  SYK  PTAFR  GRM5  ABCB1  PDGFRB  LCK  CAPN1
5.11734864379852e-06,14,630,5.188435374,GO:0032870 cellular response to hormone stimulus , http://amigo.geneontology.org/amigo/term/GO:0032870, JAK2  JAK3  JAK1  STAT3  SRC  SIRT1  PTK2  INSR  CDK4  CCNA2  CTSL  CTSS  ROCK1  ROCK2
5.2284873557597e-06,16,835,4.473860442,GO:0043086 negative regulation of catalytic activity , http://amigo.geneontology.org/amigo/term/GO:0043086, DRD2  DRD3  FKBP1A  SIRT1  ABL1  RPS6KA3  PIK3CB  ROCK1  ACACB  ROCK2  MMP9  IKBKB  PLK1  SRC  SLC8A1  RAF1
5.3850310381609e-06,10,292,7.995876433,GO:0007548 sex differentiation , http://amigo.geneontology.org/amigo/term/GO:0007548, TYRO3  SIRT1  CCND1  PDGFRB  PDGFRA  MERTK  AXL  INSR  SRC  TLR9
5.46299262099754e-06,9,224,9.380876458,GO:0043281 regulation of cysteine-type endopeptidase activity involved in apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0043281, RPS6KA3  LCK  JAK2  SIRT1  MMP9  SYK  RET  SRC  RAF1
5.82091718750435e-06,6,70,20.01253644,GO:0150116 regulation of cell-substrate junction organization , http://amigo.geneontology.org/amigo/term/GO:0150116, ROCK1  SRC  PTK2  ABL1  TEK  ROCK2
6.23589205129613e-06,18,1071,3.924026754,GO:0000902 cell morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0000902, SMO  TNIK  CDK5  CDK5R1  ROCK1  TYRO3  ABL1  ERBB2  EGFR  DRD2  MERTK  BRAF  RET  AXL  SRC  PTK2  TEK  FGFR2
6.28006568016202e-06,7,114,14.33646617,GO:0035304 regulation of protein dephosphorylation , http://amigo.geneontology.org/amigo/term/GO:0035304, FKBP1A  PDGFRB  JAK2  DRD2  ROCK1  ROCK2  IKBKB
6.45080552782039e-06,11,375,6.848734694,GO:1904062 regulation of cation transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:1904062, DRD2  DRD3  FKBP1A  MMP9  CTSS  TLR9  ABL1  PIK3CG  CDK5  SLC8A1  CAPN1
6.57009696995461e-06,10,299,7.808682001,GO:0002429 immune response-activating cell surface receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0002429, ITK  SYK  LCK  ABL1  MAPK1  BRAF  IKBKB  PTK2  PIK3CD  SRC
6.57009696995461e-06,10,299,7.808682001,GO:0002757 immune response-activating signal transduction , http://amigo.geneontology.org/amigo/term/GO:0002757, ITK  SYK  LCK  ABL1  MAPK1  BRAF  IKBKB  PTK2  PIK3CD  SRC
6.62409003240251e-06,8,168,11.1180758,GO:0044839 cell cycle G2/M phase transition , http://amigo.geneontology.org/amigo/term/GO:0044839, CDC25B  CDK2  CDK1  ABCB1  CCND1  CDK4  CCNA2  PLK1
6.77242952512316e-06,6,72,19.45663265,GO:0042698 ovulation cycle , http://amigo.geneontology.org/amigo/term/GO:0042698, TYRO3  SIRT1  PDGFRA  NPY5R  AXL  SRC
6.81910199931296e-06,25,1987,2.937589228,GO:0051254 positive regulation of RNA metabolic process , http://amigo.geneontology.org/amigo/term/GO:0051254, IKBKB  CCNT1  STAT3  SIRT1  NAMPT  EGFR  ROCK1  JAK2  CDK2  SMO  RAF1  PIM1  CCNA2  DRD2  DRD3  RET  INSR  SRC  TLR9  MAPK3  ERBB2  RPS6KA3  FGFR2  ROCK2  ABL1
6.83618004293386e-06,5,39,29.933281,GO:0060416 response to growth hormone , http://amigo.geneontology.org/amigo/term/GO:0060416, JAK2  JAK3  JAK1  STAT3  PTK2
6.86263984747961e-06,8,169,11.05228837,GO:1903169 regulation of calcium ion transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:1903169, DRD2  DRD3  FKBP1A  TLR9  ABL1  PIK3CG  CDK5  SLC8A1
7.35912361787866e-06,4,17,54.93637455,GO:0051770 positive regulation of nitric-oxide synthase biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0051770, NAMPT  JAK2  JAK3  TLR9
7.70507976047799e-06,3,5,140.0877551,GO:0120041 positive regulation of macrophage proliferation , http://amigo.geneontology.org/amigo/term/GO:0120041, MAPK1  MAPK3  PTK2
7.78489527417048e-06,8,172,10.8595159,GO:0048771 tissue remodeling , http://amigo.geneontology.org/amigo/term/GO:0048771, SRC  CAPN1  FLT4  CTSK  SYK  AXL  ROCK1  ROCK2
7.8425750871556e-06,6,74,18.93077772,GO:0061180 mammary gland epithelium development , http://amigo.geneontology.org/amigo/term/GO:0061180, JAK2  MAPK1  CCND1  SMO  SRC  FGFR2
8.01884483445763e-06,22,1594,3.222428495,GO:0007010 cytoskeleton organization , http://amigo.geneontology.org/amigo/term/GO:0007010, ROCK1  ROCK2  SIRT1  TNIK  PLK1  ABL1  MAPK1  MAPK3  RAF1  PDGFRA  BRAF  CDK5  CDK5R1  IKBKB  TEK  CDK2  SRC  PDGFRB  JAK2  TTK  PTK2  CDK1
8.10966804111445e-06,40,4433,2.106741185,GO:0019219 regulation of nucleobase-containing compound metabolic process , http://amigo.geneontology.org/amigo/term/GO:0019219, BRD9  SIRT1  IKBKB  CCNT1  CDK5  STAT3  TLR9  NAMPT  CCND1  PIM1  EGFR  ROCK1  JAK2  MAPK3  CCNE1  CDK2  SMO  RAF1  CCNA2  DRD2  DRD3  RET  GRM5  PTAFR  CDK1  INSR  SRC  MAPK1  ERBB2  SYK  PLK1  CDK5R1  RPS6KA3  FGFR2  PDGFRB  ROCK2  MAPK9  ABL1  MAPK10  CDK4
8.67146575053847e-06,5,41,28.47312096,GO:0071276 cellular response to cadmium ion , http://amigo.geneontology.org/amigo/term/GO:0071276, MMP9  MAPK9  MAPK1  MAPK3  EGFR
8.74726729431329e-06,8,175,10.67335277,GO:0007259 receptor signaling pathway via JAK-STAT , http://amigo.geneontology.org/amigo/term/GO:0007259, JAK2  JAK3  JAK1  STAT3  CDK5  RET  CDK5R1  FGFR3
8.74726729431329e-06,14,662,4.937634873,GO:0042110 T cell activation , http://amigo.geneontology.org/amigo/term/GO:0042110, ITK  SYK  LCK  JAK2  PIK3CD  ABL1  JAK3  ERBB2  BRAF  STAT3  CTSL  FKBP1A  PIK3CG  SRC
9.06281261442726e-06,6,76,18.43259936,GO:0021885 forebrain cell migration , http://amigo.geneontology.org/amigo/term/GO:0021885, TYRO3  EGFR  DRD2  CDK5  AXL  CDK5R1
9.08781618618404e-06,18,1103,3.810183729,GO:0044255 cellular lipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0044255, PIK3CB  SOAT1  DGAT2  SCD  LIPG  PORCN  PIK3CG  CPT1A  FAAH  FASN  PIK3CD  PLA2G7  TBXAS1  SCARB1  ACACB  SIRT1  PDGFRB  SIRT3
9.1853802714149e-06,18,1104,3.806732476,GO:0098609 cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0098609, TYRO3  SYK  JAK2  ROCK1  PTK2  LCK  PIK3CB  ABL1  JAK3  ERBB2  RET  PTAFR  CDK5R1  SRC  PDGFRA  EGFR  JAK1  PIK3CG
9.94434160017699e-06,12,480,5.836989796,GO:0010876 lipid localization , http://amigo.geneontology.org/amigo/term/GO:0010876, ABCB1  SCARB1  LIPG  DRD2  DRD3  DGAT2  ACACB  SIRT1  CPT1A  ABCG2  SYK  SOAT1
9.94434160017699e-06,14,670,4.878678038,GO:0050778 positive regulation of immune response , http://amigo.geneontology.org/amigo/term/GO:0050778, ITK  SYK  LCK  JAK2  SIRT1  ABL1  MAPK1  BRAF  PTAFR  TLR9  IKBKB  PTK2  PIK3CD  SRC
1.01250442750794e-05,9,243,8.64739229,GO:1901215 negative regulation of neuron death , http://amigo.geneontology.org/amigo/term/GO:1901215, CDK5  ROCK1  TYRO3  SIRT1  JAK2  CCND1  BRAF  AXL  LGMN
1.025460062961e-05,13,574,5.28786532,GO:0051493 regulation of cytoskeleton organization , http://amigo.geneontology.org/amigo/term/GO:0051493, ROCK1  PLK1  ABL1  MAPK1  MAPK3  ROCK2  BRAF  CDK5R1  TEK  PDGFRB  PDGFRA  CDK5  PTK2
1.03777440738736e-05,23,1757,3.056363467,GO:0022008 neurogenesis , http://amigo.geneontology.org/amigo/term/GO:0022008, SMO  ERBB2  TNIK  CDK5  CDK5R1  TYRO3  JAK2  ABL1  MAPK1  MAPK3  CCND1  DRD2  BRAF  RET  AXL  STAT3  GRM5  ROCK1  FGFR1  FGFR2  DRD3  PTK2  CDK1
1.04104480938003e-05,7,124,13.18029954,GO:0001952 regulation of cell-matrix adhesion , http://amigo.geneontology.org/amigo/term/GO:0001952, PIK3CB  ROCK1  SRC  PTK2  ABL1  TEK  ROCK2
1.04104480938003e-05,7,124,13.18029954,GO:0046632 alpha-beta T cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0046632, ITK  ABL1  BRAF  SYK  STAT3  JAK3  CTSL
1.07349177371603e-05,5,43,27.14878975,GO:0046622 positive regulation of organ growth , http://amigo.geneontology.org/amigo/term/GO:0046622, PIM1  ACACB  SMO  CDK1  FGFR2
1.09396470254728e-05,7,125,13.07485714,GO:0042542 response to hydrogen peroxide , http://amigo.geneontology.org/amigo/term/GO:0042542, SIRT1  ABL1  PDGFRB  AXL  CDK1  SLC8A1  SRC
1.09451949383088e-05,8,181,10.31953997,GO:0097696 receptor signaling pathway via STAT , http://amigo.geneontology.org/amigo/term/GO:0097696, JAK2  JAK3  JAK1  STAT3  CDK5  RET  CDK5R1  FGFR3
1.10280049125087e-05,33,3283,2.346885937,GO:0009892 negative regulation of metabolic process , http://amigo.geneontology.org/amigo/term/GO:0009892, SIRT1  FKBP1A  ABL1  CCND1  CDK2  EGFR  AXL  STAT3  RPS6KA3  TLR9  PIK3CB  DGAT2  ROCK1  ACACB  CCNE1  PIK3CG  SMO  DRD2  DRD3  MERTK  CDK5  CDK1  SRC  ROCK2  LGMN  MMP9  IKBKB  PLK1  CDK5R1  FGFR2  JAK3  SLC8A1  RAF1
1.10280049125087e-05,10,319,7.319109462,GO:0030217 T cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0030217, ITK  LCK  PIK3CD  ABL1  ERBB2  BRAF  SYK  STAT3  JAK3  CTSL
1.10280049125087e-05,6,79,17.73262723,GO:0070527 platelet aggregation , http://amigo.geneontology.org/amigo/term/GO:0070527, TYRO3  SYK  JAK2  PDGFRA  PIK3CB  PIK3CG
1.12359039460391e-05,4,19,49.15359828,GO:0070102 interleukin-6-mediated signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0070102, STAT3  SRC  JAK2  JAK1
1.13318290722543e-05,18,1123,3.742326494,GO:0007417 central nervous system development , http://amigo.geneontology.org/amigo/term/GO:0007417, SMO  CDK5R1  CDK5  TYRO3  ABL1  MAPK1  MAPK3  ERBB2  EGFR  DRD2  AXL  STAT3  PFKFB3  SLC8A1  SRC  FGFR2  DRD3  RPS6KA3
1.13617584394488e-05,7,126,12.97108844,GO:0046660 female sex differentiation , http://amigo.geneontology.org/amigo/term/GO:0046660, TYRO3  SIRT1  PDGFRA  MERTK  AXL  INSR  SRC
1.20048697650662e-05,9,249,8.439021392,GO:0010001 glial cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0010001, CDK5  ABL1  MAPK1  MAPK3  SMO  ERBB2  STAT3  DRD3  CDK1
1.2157155114997e-05,15,788,4.444408474,GO:0050865 regulation of cell activation , http://amigo.geneontology.org/amigo/term/GO:0050865, SYK  JAK2  PDGFRA  AXL  LCK  TLR9  TYRO3  ABL1  JAK3  PDGFRB  ERBB2  MERTK  BRAF  PTAFR  SRC
1.23222501836792e-05,15,789,4.43877551,GO:0032989 cellular component morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0032989, SMO  TNIK  CDK5  CDK5R1  PDGFRA  ERBB2  DRD2  BRAF  RET  ROCK1  ABL1  SRC  FGFR2  PDGFRB  PTK2
1.2804891989285e-05,11,406,6.325801749,GO:0002253 activation of immune response , http://amigo.geneontology.org/amigo/term/GO:0002253, ITK  SYK  LCK  ABL1  MAPK1  BRAF  TLR9  IKBKB  PTK2  PIK3CD  SRC
1.37510168559232e-05,4,20,46.69591837,GO:0051767 nitric-oxide synthase biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0051767, NAMPT  JAK2  JAK3  TLR9
1.37510168559232e-05,4,20,46.69591837,GO:0051769 regulation of nitric-oxide synthase biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0051769, NAMPT  JAK2  JAK3  TLR9
1.42430841361663e-05,3,6,116.7397959,GO:0120040 regulation of macrophage proliferation , http://amigo.geneontology.org/amigo/term/GO:0120040, MAPK1  MAPK3  PTK2
1.49854260135805e-05,10,331,7.053764104,GO:0009416 response to light stimulus , http://amigo.geneontology.org/amigo/term/GO:0009416, MMP9  CCND1  EGFR  MMP1  DRD2  BRAF  CDK5  SIRT1  MAPK10  DRD3
1.52355830431682e-05,8,190,9.830719656,GO:0044409 entry into host , http://amigo.geneontology.org/amigo/term/GO:0044409, CTSL  SCARB1  TYRO3  EGFR  CDK1  AXL  INSR  SRC
1.53691209757895e-05,13,598,5.075643301,GO:0044770 cell cycle phase transition , http://amigo.geneontology.org/amigo/term/GO:0044770, CDC25B  CCNE1  CCND1  TTK  CDK2  CCNA2  CDK5  CDK1  CCNE2  CDK4  ABCB1  PLK1  EGFR
1.59111356047572e-05,13,600,5.05872449,GO:0045785 positive regulation of cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0045785, SYK  JAK2  ERBB2  RET  LCK  ROCK1  ABL1  JAK3  BRAF  PTAFR  SRC  TEK  JAK1
1.63899407967823e-05,6,85,16.48091236,GO:0008306 associative learning , http://amigo.geneontology.org/amigo/term/GO:0008306, ABL1  LGMN  DRD2  BRAF  CDK5  DRD3
1.63899407967823e-05,6,85,16.48091236,GO:0042982 amyloid precursor protein metabolic process , http://amigo.geneontology.org/amigo/term/GO:0042982, BACE1  FKBP1A  SOAT1  ROCK1  ROCK2  ACHE
1.6655077050665e-05,7,134,12.1966951,GO:0045931 positive regulation of mitotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:0045931, CDC25B  CCND1  CDK4  ABL1  CDK1  LGMN  EGFR
1.87306102169962e-05,23,1825,2.942482527,GO:0045893 positive regulation of transcription DNA-templated , http://amigo.geneontology.org/amigo/term/GO:0045893, IKBKB  CCNT1  STAT3  SIRT1  NAMPT  EGFR  JAK2  CDK2  SMO  RAF1  PIM1  CCNA2  DRD2  DRD3  RET  INSR  SRC  TLR9  MAPK3  ERBB2  RPS6KA3  FGFR2  ABL1
1.87306102169962e-05,23,1825,2.942482527,GO:1903508 positive regulation of nucleic acid-templated transcription , http://amigo.geneontology.org/amigo/term/GO:1903508, IKBKB  CCNT1  STAT3  SIRT1  NAMPT  EGFR  JAK2  CDK2  SMO  RAF1  PIM1  CCNA2  DRD2  DRD3  RET  INSR  SRC  TLR9  MAPK3  ERBB2  RPS6KA3  FGFR2  ABL1
1.88887671935925e-05,8,196,9.529779259,GO:0010950 positive regulation of endopeptidase activity , http://amigo.geneontology.org/amigo/term/GO:0010950, LGMN  LCK  JAK2  STAT3  SIRT1  ROCK2  SYK  RET
1.94860320518325e-05,16,933,4.003937266,GO:0045597 positive regulation of cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0045597, FGFR1  SYK  AXL  SIRT1  JAK2  SMO  PIM1  DRD2  BRAF  RET  GRM5  MAPK9  ABL1  STAT3  RPS6KA3  MAPK11
