Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
0.000231717,14,857,3.70084453,GO:0032940 secretion by cell , http://amigo.geneontology.org/amigo/term/GO:0032940, CCKAR  SYK  CFTR  BTK  JAK2  BRAF  NPY5R  CDK5  PTAFR  DRD1  GRK2  GNRHR  PIK3CG  PIK3CD
0.00023541,6,130,10.45590251,GO:0090398 cellular senescence , http://amigo.geneontology.org/amigo/term/GO:0090398, SIRT1  ABL1  IGF1R  MAPK9  CDK2  MAPK11
0.000242639,10,440,5.148739874,GO:0003012 muscle system process , http://amigo.geneontology.org/amigo/term/GO:0003012, BDKRB2  SLC8A1  CALCRL  CDK9  PDE9A  PTAFR  GRK2  DRD1  MTOR  PIK3CG
0.000244642,6,131,10.37608646,GO:1903557 positive regulation of tumor necrosis factor superfamily cytokine production , http://amigo.geneontology.org/amigo/term/GO:1903557, BTK  JAK2  MMP8  MAPKAPK2  PTAFR  SYK
0.000250959,16,1105,3.280283141,GO:0009887 animal organ morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0009887, CFTR  CAPN1  ABL1  SMO  EGFR  THRB  INSR  JUN  MTOR  TGM2  RORB  NPY5R  FKBP1A  TEK  BRAF  SYK
0.000250959,11,539,4.623358254,GO:0044089 positive regulation of cellular component biogenesis , http://amigo.geneontology.org/amigo/term/GO:0044089, CDK2  MMP3  MMP1  MAPK9  BRAF  NTRK1  MTOR  ABL1  TEK  SYK  CDK5R1
0.000261399,9,354,5.759607317,GO:0051235 maintenance of location , http://amigo.geneontology.org/amigo/term/GO:0051235, FKBP1A  DRD1  DGAT2  SIRT1  ABL1  CDK5  SLC8A1  SOAT1  LCK
0.000269413,12,647,4.201753715,GO:0048812 neuron projection morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0048812, SMO  TAOK3  CDK5  CDK5R1  AURKA  IGF1R  ERBB2  BRAF  CCKAR  WEE1  NTRK1  ABL1
0.000272479,8,273,6.638668262,GO:0032412 regulation of ion transmembrane transporter activity , http://amigo.geneontology.org/amigo/term/GO:0032412, CFTR  FKBP1A  MMP9  CDK5  PTAFR  GRM5  ABCB1  CAPN1
0.000273362,6,134,10.14378602,GO:0021987 cerebral cortex development , http://amigo.geneontology.org/amigo/term/GO:0021987, SLC2A1  SMO  SRD5A1  EGFR  CDK5  CDK5R1
0.000273362,6,134,10.14378602,GO:0034219 carbohydrate transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0034219, SLC2A3  SLC2A1  SLC2A2  BRAF  INSR  DRD1
0.000275477,3,14,48.54526167,GO:0007144 female meiosis I , http://amigo.geneontology.org/amigo/term/GO:0007144, AURKA  CDC25B  CCNB2
0.000275477,3,14,48.54526167,GO:1902563 regulation of neutrophil activation , http://amigo.geneontology.org/amigo/term/GO:1902563, PLA2G2A  SYK  PTAFR
0.000288974,25,2388,2.371697597,GO:0051649 establishment of localization in cell , http://amigo.geneontology.org/amigo/term/GO:0051649, CCNB1  CACNA1B  CDK5  SYK  SLC8A1  AURKB  DRD1  FKBP1A  ERBB2  CFTR  BTK  JAK2  ABL1  SMO  RAMP1  BRAF  PTAFR  CDK1  CDK5R1  MMP12  LCK  PIK3CG  ICMT  CSNK1D  PIK3CD
0.000290248,20,1653,2.741010943,GO:0055085 transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0055085, CFTR  SLC2A3  SLC2A1  CACNA1B  SLC2A2  SLC8A1  GABRA5  ABCB1  FKBP1A  MMP9  BRAF  INSR  DRD1  ABL1  PIK3CG  CDK5  PTAFR  GRM5  LCK  CAPN1
0.000294787,5,82,13.81369234,GO:0097061 dendritic spine organization , http://amigo.geneontology.org/amigo/term/GO:0097061, LGMN  IGF1R  CDK5  CDK5R1  INSR
0.00029649,16,1123,3.227705139,GO:0035295 tube development , http://amigo.geneontology.org/amigo/term/GO:0035295, CALCRL  TEK  SIRT1  RAMP1  ABL1  PIK3CG  CCKBR  SMO  EGFR  THRB  SYK  JUN  TGM2  MMP12  PIK3CD  ERBB2
0.00029649,4,41,22.10190775,GO:0071276 cellular response to cadmium ion , http://amigo.geneontology.org/amigo/term/GO:0071276, MMP9  MAPK9  EGFR  JUN
0.000301579,15,1001,3.394773543,GO:0031175 neuron projection development , http://amigo.geneontology.org/amigo/term/GO:0031175, SMO  TAOK3  CDK5  CDK5R1  NTRK1  AURKA  JAK2  ABL1  IGF1R  ERBB2  BRAF  CCKAR  WEE1  ALK  JUN
0.000303877,10,454,4.98996816,GO:0050808 synapse organization , http://amigo.geneontology.org/amigo/term/GO:0050808, ABL1  LGMN  IGF1R  ERBB2  CDK5  GRM5  CDK5R1  NTRK1  INSR  DRD1
0.000313529,25,2402,2.357874214,GO:0044248 cellular catabolic process , http://amigo.geneontology.org/amigo/term/GO:0044248, LGMN  FAAH  CTSL  CSNK1D  PDE9A  MTOR  CSNK1A1  MGLL  SIRT1  NR1I2  MAPKAPK2  CAPN2  TBK1  MMP12  BTK  CAPN1  MAPK9  AURKA  ABL1  PIK3CG  CDK5  INSR  CAPNS1  CDK5R1  CDK2
0.000314351,6,138,9.849763237,GO:0071887 leukocyte apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0071887, AURKB  SIRT1  PIK3CD  RORC  CTSL  BTK
0.000324206,12,662,4.106547815,GO:0042110 T cell activation , http://amigo.geneontology.org/amigo/term/GO:0042110, SYK  LCK  JAK2  PIK3CD  ABL1  ERBB2  BRAF  MTOR  CTSL  RORC  FKBP1A  PIK3CG
0.000324206,12,662,4.106547815,GO:0120039 plasma membrane bounded cell projection morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0120039, SMO  TAOK3  CDK5  CDK5R1  AURKA  IGF1R  ERBB2  BRAF  CCKAR  WEE1  NTRK1  ABL1
0.000324336,5,84,13.48479491,GO:0033555 multicellular organismal response to stress , http://amigo.geneontology.org/amigo/term/GO:0033555, CAPN2  DRD1  GABRA5  NTRK1  MTOR
0.000327542,37,4425,1.894270851,GO:0034654 nucleobase-containing compound biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0034654, SIRT1  CCNT1  CCNH  BRD4  RORC  NR1I2  THRB  CDK5  BRD3  JUN  RORB  TNKS2  CCND1  CDK9  EGFR  AURKB  TBK1  NTRK1  JAK2  CDK2  SMO  CCNA2  GRM5  PTAFR  INSR  MMP12  SENP1  ERBB2  SYK  CDK5R1  RPS6KA3  MTOR  BTK  MAPK9  ABL1  CDK4  ALK
0.000336431,13,776,3.795205165,GO:0008610 lipid biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0008610, DGAT2  PIK3CG  SRD5A1  FASN  PIK3CD  MTOR  CFTR  MGLL  SIRT1  CDK4  IGF1R  CAPN2  CSNK1G2
0.000336431,8,283,6.404086345,GO:0022898 regulation of transmembrane transporter activity , http://amigo.geneontology.org/amigo/term/GO:0022898, CFTR  FKBP1A  MMP9  CDK5  PTAFR  GRM5  ABCB1  CAPN1
0.000339777,7,207,7.660926962,GO:0046631 alpha-beta T cell activation , http://amigo.geneontology.org/amigo/term/GO:0046631, SYK  JAK2  ABL1  BRAF  MTOR  CTSL  RORC
0.00034394,12,667,4.075764098,GO:0048858 cell projection morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0048858, SMO  TAOK3  CDK5  CDK5R1  AURKA  IGF1R  ERBB2  BRAF  CCKAR  WEE1  NTRK1  ABL1
0.000344152,17,1269,3.034875828,GO:0033043 regulation of organelle organization , http://amigo.geneontology.org/amigo/term/GO:0033043, TNKS2  TTK  AURKB  CDK2  MAPK9  ABL1  BRAF  CAPN2  INSR  CDK5R1  MTOR  AURKA  MMP9  TEK  CCNB1  CDC25C  CDK5
0.000347454,4,43,21.07391204,GO:1900274 regulation of phospholipase C activity , http://amigo.geneontology.org/amigo/term/GO:1900274, GPR55  PTAFR  ABL1  EGFR
0.000357919,7,209,7.587616656,GO:0050731 positive regulation of peptidyl-tyrosine phosphorylation , http://amigo.geneontology.org/amigo/term/GO:0050731, ABL1  JAK2  EGFR  SYK  GRM5  ALK  MTOR
0.000359061,13,782,3.766085944,GO:0080135 regulation of cellular response to stress , http://amigo.geneontology.org/amigo/term/GO:0080135, IGF1R  SIRT1  ABL1  TAOK3  CDK9  EGFR  MMP8  BRAF  BDKRB2  MTOR  BRD4  MMP3  MAPKAPK2
0.000371737,6,143,9.505365921,GO:0035296 regulation of tube diameter , http://amigo.geneontology.org/amigo/term/GO:0035296, BDKRB2  ABL1  FAAH  UTS2R  DRD1  SLC8A1
0.000371737,6,143,9.505365921,GO:0097746 blood vessel diameter maintenance , http://amigo.geneontology.org/amigo/term/GO:0097746, BDKRB2  ABL1  FAAH  UTS2R  DRD1  SLC8A1
0.000385658,6,144,9.439356436,GO:0035150 regulation of tube size , http://amigo.geneontology.org/amigo/term/GO:0035150, BDKRB2  ABL1  FAAH  UTS2R  DRD1  SLC8A1
0.000390369,10,470,4.820096903,GO:0006816 calcium ion transport , http://amigo.geneontology.org/amigo/term/GO:0006816, RAMP1  CACNA1B  SLC8A1  CALCRL  FKBP1A  DRD1  ABL1  PIK3CG  CDK5  LCK
0.000395719,9,377,5.408225438,GO:0031349 positive regulation of defense response , http://amigo.geneontology.org/amigo/term/GO:0031349, BTK  JAK2  PIK3CG  MMP8  NPY5R  SYK  TBK1  MMP12  PLA2G2A
0.000395719,3,16,42.47710396,GO:0048266 behavioral response to pain , http://amigo.geneontology.org/amigo/term/GO:0048266, CAPN2  NTRK1  MTOR
0.000396561,22,1987,2.50829401,GO:0051254 positive regulation of RNA metabolic process , http://amigo.geneontology.org/amigo/term/GO:0051254, CCNT1  BRD4  NR1I2  THRB  JUN  SIRT1  CDK9  EGFR  TBK1  JAK2  CDK2  SMO  CCNA2  INSR  RORB  SENP1  ERBB2  RPS6KA3  MTOR  MMP12  RORC  ABL1
0.000406607,7,214,7.410335893,GO:0042770 signal transduction in response to DNA damage , http://amigo.geneontology.org/amigo/term/GO:0042770, CDK1  SIRT1  ABL1  CCND1  TAOK3  BRD4  CDK2
0.000406607,4,45,20.13729373,GO:0071548 response to dexamethasone , http://amigo.geneontology.org/amigo/term/GO:0071548, JAK2  IGF1R  SRD5A1  PTAFR
0.000410527,5,89,12.72722216,GO:0043299 leukocyte degranulation , http://amigo.geneontology.org/amigo/term/GO:0043299, SYK  BTK  PTAFR  PIK3CG  PIK3CD
0.000412632,10,474,4.77942098,GO:0050804 modulation of chemical synaptic transmission , http://amigo.geneontology.org/amigo/term/GO:0050804, GRM5  CACNA1B  JAK2  ABL1  LGMN  BRAF  NPY5R  CDK5  DRD1  NTRK1
0.00041463,19,1563,2.753900534,GO:0120036 plasma membrane bounded cell projection organization , http://amigo.geneontology.org/amigo/term/GO:0120036, SMO  TAOK3  CSNK1D  CDK5  CDK5R1  NTRK1  AURKA  JAK2  ABL1  LGMN  IGF1R  ERBB2  BRAF  CCKAR  WEE1  ALK  JUN  MTOR  INSR
0.000418132,10,475,4.769359041,GO:0099177 regulation of trans-synaptic signaling , http://amigo.geneontology.org/amigo/term/GO:0099177, GRM5  CACNA1B  JAK2  ABL1  LGMN  BRAF  NPY5R  CDK5  DRD1  NTRK1
0.000433102,12,686,3.962878504,GO:0032990 cell part morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0032990, SMO  TAOK3  CDK5  CDK5R1  AURKA  IGF1R  ERBB2  BRAF  CCKAR  WEE1  NTRK1  ABL1
0.000436925,6,148,9.184238694,GO:1904019 epithelial cell apoptotic process , http://amigo.geneontology.org/amigo/term/GO:1904019, JAK2  ABL1  PIK3CG  IGF1R  BRAF  TEK
0.000436925,4,46,19.69952647,GO:1904646 cellular response to amyloid-beta , http://amigo.geneontology.org/amigo/term/GO:1904646, LGMN  CDK5  GRM5  IGF1R
0.000449788,5,91,12.44750299,GO:0106027 neuron projection organization , http://amigo.geneontology.org/amigo/term/GO:0106027, LGMN  IGF1R  CDK5  CDK5R1  INSR
0.000456085,14,922,3.439939005,GO:0001817 regulation of cytokine production , http://amigo.geneontology.org/amigo/term/GO:0001817, JAK2  MAPKAPK2  TBK1  BTK  SIRT1  ABL1  MMP8  CAPN2  SYK  PTAFR  MMP12  MAPK11  PIK3CG  PIK3CD
0.000456085,37,4503,1.861458698,GO:0018130 heterocycle biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0018130, SIRT1  CCNT1  CCNH  BRD4  RORC  NR1I2  THRB  CDK5  BRD3  JUN  RORB  TNKS2  CCND1  CDK9  EGFR  AURKB  TBK1  NTRK1  JAK2  CDK2  SMO  CCNA2  GRM5  PTAFR  INSR  MTOR  MMP12  SENP1  ERBB2  SYK  CDK5R1  RPS6KA3  BTK  MAPK9  ABL1  CDK4  ALK
0.000464462,3,17,39.97845079,GO:0071732 cellular response to nitric oxide , http://amigo.geneontology.org/amigo/term/GO:0071732, CCNA2  CDK2  MMP3
0.000464551,6,150,9.061782178,GO:0051384 response to glucocorticoid , http://amigo.geneontology.org/amigo/term/GO:0051384, JAK2  CCND1  IGF1R  SRD5A1  PTAFR  SSTR3
0.000464551,6,150,9.061782178,GO:0051783 regulation of nuclear division , http://amigo.geneontology.org/amigo/term/GO:0051783, TTK  AURKB  INSR  CCNB1  AURKA  CDC25C
0.000465864,5,92,12.31220405,GO:0034644 cellular response to UV , http://amigo.geneontology.org/amigo/term/GO:0034644, MMP9  MMP3  AURKB  MMP1  SIRT1
0.000465864,5,92,12.31220405,GO:0051591 response to cAMP , http://amigo.geneontology.org/amigo/term/GO:0051591, CFTR  PIK3CG  SRD5A1  PTAFR  SLC8A1
0.000465864,5,92,12.31220405,GO:2000243 positive regulation of reproductive process , http://amigo.geneontology.org/amigo/term/GO:2000243, CDC25B  CDC25C  AURKA  PTAFR  INSR
0.000470753,9,388,5.254899459,GO:0006887 exocytosis , http://amigo.geneontology.org/amigo/term/GO:0006887, SYK  CFTR  BTK  BRAF  CDK5  PTAFR  DRD1  PIK3CG  PIK3CD
0.000470753,37,4513,1.857334038,GO:0019438 aromatic compound biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0019438, SIRT1  CCNT1  CCNH  BRD4  RORC  NR1I2  THRB  CDK5  BRD3  JUN  RORB  TNKS2  CCND1  CDK9  EGFR  AURKB  TBK1  NTRK1  JAK2  CDK2  SMO  CCNA2  GRM5  PTAFR  INSR  MMP12  SENP1  ERBB2  SYK  CDK5R1  RPS6KA3  MTOR  BTK  MAPK9  ABL1  CDK4  ALK
0.000470753,8,300,6.041188119,GO:0032409 regulation of transporter activity , http://amigo.geneontology.org/amigo/term/GO:0032409, CFTR  FKBP1A  MMP9  CDK5  PTAFR  GRM5  ABCB1  CAPN1
0.00048141,2,3,151.029703,GO:0071619 phosphorylation of RNA polymerase II C-terminal domain serine 2 residues , http://amigo.geneontology.org/amigo/term/GO:0071619, CCNT1  CDK9
0.00048141,2,3,151.029703,GO:0110032 positive regulation of G2/MI transition of meiotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:0110032, CDC25B  CDC25C
0.00048141,2,3,151.029703,GO:1903797 positive regulation of inorganic anion transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:1903797, CFTR  PTAFR
0.00048141,2,3,151.029703,GO:1990408 calcitonin gene-related peptide receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:1990408, CALCRL  RAMP1
0.000485049,14,930,3.410348132,GO:0001816 cytokine production , http://amigo.geneontology.org/amigo/term/GO:0001816, JAK2  MAPKAPK2  TBK1  BTK  SIRT1  ABL1  MMP8  CAPN2  SYK  PTAFR  MMP12  MAPK11  PIK3CG  PIK3CD
0.000485955,8,302,6.00118025,GO:0044262 cellular carbohydrate metabolic process , http://amigo.geneontology.org/amigo/term/GO:0044262, MTOR  SIRT1  INSR  DGAT2  PTAFR  PFKFB3  BRAF  RORC
0.000485955,8,302,6.00118025,GO:0051321 meiotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:0051321, CDC25B  TTK  CDC25C  AURKA  CDK2  CCNB3  CCNB2  INSR
0.000500068,11,591,4.216565311,GO:0060627 regulation of vesicle-mediated transport , http://amigo.geneontology.org/amigo/term/GO:0060627, SYK  INSR  TGM2  CFTR  BTK  BRAF  CDK5  PTAFR  CDK5R1  DRD1  ABL1
0.000510776,7,224,7.079517327,GO:0043281 regulation of cysteine-type endopeptidase activity involved in apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0043281, RPS6KA3  LCK  JAK2  SENP1  SIRT1  MMP9  SYK
0.000510842,19,1594,2.70034287,GO:0007010 cytoskeleton organization , http://amigo.geneontology.org/amigo/term/GO:0007010, AURKA  CSNK1D  AURKB  MTOR  SIRT1  ABL1  CCNB2  BRAF  CAPN2  CDK5  WEE1  CDK5R1  CSNK1A1  TEK  CDK2  CCNB1  JAK2  TTK  CDK1
0.000533606,4,49,18.49343302,GO:0042220 response to cocaine , http://amigo.geneontology.org/amigo/term/GO:0042220, TGM2  CCNA2  CDK5  DRD1
0.000533606,3,18,37.75742574,GO:0043923 positive regulation by host of viral transcription , http://amigo.geneontology.org/amigo/term/GO:0043923, CCNT1  CDK9  JUN
0.000535532,6,155,8.769466624,GO:0010675 regulation of cellular carbohydrate metabolic process , http://amigo.geneontology.org/amigo/term/GO:0010675, MTOR  SIRT1  INSR  DGAT2  PTAFR  RORC
0.000537219,8,307,5.903441158,GO:0071375 cellular response to peptide hormone stimulus , http://amigo.geneontology.org/amigo/term/GO:0071375, JAK2  SIRT1  INSR  GNRHR  CDK4  IGF1R  CCNA2  SRD5A1
0.000538777,14,941,3.370482213,GO:0048609 multicellular organismal reproductive process , http://amigo.geneontology.org/amigo/term/GO:0048609, CFTR  AURKA  SIRT1  CDC25B  TTK  IGF1R  THRB  CCNB2  CDC25C  NPY5R  PTAFR  DRD1  MTOR  SSTR3
0.000557789,19,1606,2.680165962,GO:0030030 cell projection organization , http://amigo.geneontology.org/amigo/term/GO:0030030, SMO  TAOK3  CSNK1D  CDK5  CDK5R1  NTRK1  AURKA  JAK2  ABL1  LGMN  IGF1R  ERBB2  BRAF  CCKAR  WEE1  ALK  JUN  MTOR  INSR
0.000618709,4,51,17.76820035,GO:0060612 adipose tissue development , http://amigo.geneontology.org/amigo/term/GO:0060612, DGAT2  SIRT1  CDK4  RORC
0.000622586,3,19,35.77019281,GO:1902170 cellular response to reactive nitrogen species , http://amigo.geneontology.org/amigo/term/GO:1902170, CCNA2  CDK2  MMP3
0.000630671,6,160,8.495420792,GO:0030902 hindbrain development , http://amigo.geneontology.org/amigo/term/GO:0030902, ABL1  SMO  IGF1R  CDK5  CDK5R1  SSTR3
0.000639276,18,1483,2.749697896,GO:0010648 negative regulation of cell communication , http://amigo.geneontology.org/amigo/term/GO:0010648, CSNK1A1  GRK2  FKBP1A  SIRT1  TAOK3  IGF1R  ABL1  LGMN  BRAF  NPY5R  BDKRB2  GRM5  DRD1  MTOR  MMP12  MMP9  BRD4  EGFR
0.000650108,6,161,8.442654203,GO:0008643 carbohydrate transport , http://amigo.geneontology.org/amigo/term/GO:0008643, SLC2A3  SLC2A1  SLC2A2  BRAF  INSR  DRD1
0.000658375,5,100,11.32722772,GO:0043279 response to alkaloid , http://amigo.geneontology.org/amigo/term/GO:0043279, TGM2  CCNA2  CDK5  DRD1  SLC8A1
0.00065854,4,52,17.42650419,GO:0031103 axon regeneration , http://amigo.geneontology.org/amigo/term/GO:0031103, JAK2  IGF1R  BRAF  JUN
0.00065854,4,52,17.42650419,GO:0045058 T cell selection , http://amigo.geneontology.org/amigo/term/GO:0045058, BRAF  SYK  MTOR  CTSL
0.000660601,18,1488,2.74045832,GO:0023057 negative regulation of signaling , http://amigo.geneontology.org/amigo/term/GO:0023057, CSNK1A1  GRK2  FKBP1A  SIRT1  TAOK3  IGF1R  ABL1  LGMN  BRAF  NPY5R  BDKRB2  GRM5  DRD1  MTOR  MMP12  MMP9  BRD4  EGFR
0.000665942,6,162,8.390539054,GO:2001056 positive regulation of cysteine-type endopeptidase activity , http://amigo.geneontology.org/amigo/term/GO:2001056, LGMN  LCK  JAK2  SENP1  SIRT1  SYK
0.000680015,20,1777,2.54974175,GO:0048585 negative regulation of response to stimulus , http://amigo.geneontology.org/amigo/term/GO:0048585, CSNK1A1  GRK2  FKBP1A  SIRT1  TAOK3  IGF1R  CALCRL  ABL1  LGMN  NPY5R  BDKRB2  GRM5  MTOR  MMP12  MMP9  BRD4  DRD1  TEK  EGFR  SYK
0.000685956,14,965,3.286656749,GO:0032504 multicellular organism reproduction , http://amigo.geneontology.org/amigo/term/GO:0032504, CFTR  AURKA  SIRT1  CDC25B  TTK  IGF1R  THRB  CCNB2  CDC25C  NPY5R  PTAFR  DRD1  MTOR  SSTR3
0.000695431,8,320,5.663613861,GO:0002366 leukocyte activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002366, SYK  BTK  ABL1  PTAFR  MTOR  RORC  PIK3CG  PIK3CD
0.000701159,4,53,17.09770222,GO:0010676 positive regulation of cellular carbohydrate metabolic process , http://amigo.geneontology.org/amigo/term/GO:0010676, SIRT1  INSR  DGAT2  PTAFR
0.000701159,20,1782,2.542587592,GO:0034613 cellular protein localization , http://amigo.geneontology.org/amigo/term/GO:0034613, TNKS2  TTK  RAMP1  CDK9  ERBB2  EGFR  BRAF  CDK1  AURKA  JAK2  SMO  CDK5  CDK5R1  DRD1  MMP12  ABL1  CSNK1D  SYK  AURKB  ICMT
0.00070693,3,20,33.98168317,GO:0034501 protein localization to kinetochore , http://amigo.geneontology.org/amigo/term/GO:0034501, TTK  CDK1  AURKB
0.00070693,3,20,33.98168317,GO:1903083 protein localization to condensed chromosome , http://amigo.geneontology.org/amigo/term/GO:1903083, TTK  CDK1  AURKB
0.00070693,3,20,33.98168317,GO:2000251 positive regulation of actin cytoskeleton reorganization , http://amigo.geneontology.org/amigo/term/GO:2000251, ABL1  TEK  CDK5
0.000727087,7,239,6.635196156,GO:0090257 regulation of muscle system process , http://amigo.geneontology.org/amigo/term/GO:0090257, CALCRL  CDK9  PDE9A  PTAFR  GRK2  SLC8A1  PIK3CG
0.000743031,8,324,5.593692703,GO:0002263 cell activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002263, SYK  BTK  ABL1  PTAFR  MTOR  RORC  PIK3CG  PIK3CD
0.000743031,4,54,16.78107811,GO:0043303 mast cell degranulation , http://amigo.geneontology.org/amigo/term/GO:0043303, SYK  BTK  PIK3CG  PIK3CD
0.000743031,20,1791,2.52981077,GO:0070727 cellular macromolecule localization , http://amigo.geneontology.org/amigo/term/GO:0070727, TNKS2  TTK  RAMP1  CDK9  ERBB2  EGFR  BRAF  CDK1  AURKA  JAK2  SMO  CDK5  CDK5R1  DRD1  MMP12  ABL1  CSNK1D  SYK  AURKB  ICMT
0.000743031,6,166,8.18835739,GO:0090316 positive regulation of intracellular protein transport , http://amigo.geneontology.org/amigo/term/GO:0090316, ERBB2  JAK2  SMO  CDK5  CDK1  CDK5R1
0.000762097,5,104,10.89156512,GO:0002275 myeloid cell activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002275, SYK  BTK  PTAFR  PIK3CG  PIK3CD
0.000762097,5,104,10.89156512,GO:0007173 epidermal growth factor receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0007173, ERBB2  EGFR  BRAF  ABL1  MMP9
0.000762097,14,977,3.246288395,GO:0033365 protein localization to organelle , http://amigo.geneontology.org/amigo/term/GO:0033365, TNKS2  TTK  CDK9  CDK1  AURKA  JAK2  SMO  CDK5  DRD1  MMP12  ABL1  CSNK1D  SYK  AURKB
0.000772823,10,519,4.365020317,GO:0022411 cellular component disassembly , http://amigo.geneontology.org/amigo/term/GO:0022411, IGF1R  CDK5  CDK1  AURKA  INSR  MMP9  MMP8  MMP3  MMP1  MMP12
0.000778776,28,3057,2.074991012,GO:0010605 negative regulation of macromolecule metabolic process , http://amigo.geneontology.org/amigo/term/GO:0010605, SIRT1  NR1I2  THRB  FKBP1A  ABL1  CCND1  CDK2  RORC  EGFR  MAPKAPK2  RPS6KA3  JUN  AURKB  BTK  MMP8  SMO  CDK5  BDKRB2  CDK1  TBK1  MMP12  AURKA  LGMN  MMP9  TNKS2  CDK5R1  SLC8A1  RORB
0.000787761,4,55,16.4759676,GO:0072698 protein localization to microtubule cytoskeleton , http://amigo.geneontology.org/amigo/term/GO:0072698, AURKA  TTK  ABL1  CSNK1D
0.00078971,5,105,10.78783593,GO:0071868 cellular response to monoamine stimulus , http://amigo.geneontology.org/amigo/term/GO:0071868, DRD1  TGM2  SRD5A1  ALK  ABL1
0.00078971,5,105,10.78783593,GO:0071870 cellular response to catecholamine stimulus , http://amigo.geneontology.org/amigo/term/GO:0071870, DRD1  TGM2  SRD5A1  ALK  ABL1
0.000796814,3,21,32.36350778,GO:0046462 monoacylglycerol metabolic process , http://amigo.geneontology.org/amigo/term/GO:0046462, DGAT2  FAAH  MGLL
0.000796814,3,21,32.36350778,GO:0071731 response to nitric oxide , http://amigo.geneontology.org/amigo/term/GO:0071731, CCNA2  CDK2  MMP3
0.000796814,3,21,32.36350778,GO:1900034 regulation of cellular response to heat , http://amigo.geneontology.org/amigo/term/GO:1900034, SIRT1  MAPKAPK2  MTOR
0.000800284,6,169,8.043001933,GO:1903169 regulation of calcium ion transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:1903169, FKBP1A  DRD1  ABL1  PIK3CG  CDK5  SLC8A1
0.000821368,14,986,3.21665696,GO:0007017 microtubule-based process , http://amigo.geneontology.org/amigo/term/GO:0007017, AURKA  CSNK1D  AURKB  SIRT1  ERBB2  CCNB2  WEE1  CDK5R1  ABL1  CDK2  CCNB1  TTK  CDK5  CDK1
0.000832564,4,56,16.18175389,GO:0002279 mast cell activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002279, SYK  BTK  PIK3CG  PIK3CD
0.000858605,7,247,6.420291017,GO:0002573 myeloid leukocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0002573, GPR55  SIRT1  FASN  JUN  MTOR  MMP9  PIK3CD
0.000858605,2,4,113.2722772,GO:0007057 spindle assembly involved in female meiosis I , http://amigo.geneontology.org/amigo/term/GO:0007057, AURKA  CCNB2
0.000858605,2,4,113.2722772,GO:0060309 elastin catabolic process , http://amigo.geneontology.org/amigo/term/GO:0060309, MMP12  CTSL
0.000858605,2,4,113.2722772,GO:0071226 cellular response to molecule of fungal origin , http://amigo.geneontology.org/amigo/term/GO:0071226, BTK  SYK
0.000858605,2,4,113.2722772,GO:0110030 regulation of G2/MI transition of meiotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:0110030, CDC25B  CDC25C
0.000858605,2,4,113.2722772,GO:1901995 positive regulation of meiotic cell cycle phase transition , http://amigo.geneontology.org/amigo/term/GO:1901995, CDC25B  CDC25C
0.000858605,2,4,113.2722772,GO:1905448 positive regulation of mitochondrial ATP synthesis coupled electron transport , http://amigo.geneontology.org/amigo/term/GO:1905448, CCNB1  CDK1
0.000873996,4,57,15.89786347,GO:0002448 mast cell mediated immunity , http://amigo.geneontology.org/amigo/term/GO:0002448, SYK  BTK  PIK3CG  PIK3CD
0.000873996,4,57,15.89786347,GO:0071385 cellular response to glucocorticoid stimulus , http://amigo.geneontology.org/amigo/term/GO:0071385, JAK2  IGF1R  SRD5A1  SSTR3
0.000873996,5,108,10.48817382,GO:0071867 response to monoamine , http://amigo.geneontology.org/amigo/term/GO:0071867, DRD1  TGM2  ABL1  SRD5A1  ALK
0.000873996,5,108,10.48817382,GO:0071869 response to catecholamine , http://amigo.geneontology.org/amigo/term/GO:0071869, DRD1  TGM2  ABL1  SRD5A1  ALK
