Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
1.14E-07,26,1602,3.676753069,GO:0016477 cell migration , http://amigo.geneontology.org/amigo/term/GO:0016477, PIK3CG  TEK  PIK3CD  SIRT1  LGMN  SYK  MMP12  JAK2  ABL1  MMP9  SMO  EGFR  BRAF  CCKAR  CDK5  PTAFR  CDK5R1  JUN  SLC8A1  DRD1  IGF1R  INSR  MTOR  F10  CDK1  LCK
1.17E-07,17,659,5.844093211,GO:0071396 cellular response to lipid , http://amigo.geneontology.org/amigo/term/GO:0071396, CFTR  RORC  EGFR  DGAT2  JAK2  ABL1  SMO  CDK4  IGF1R  CCNA2  SRD5A1  CAPN2  PTAFR  SSTR3  SIRT1  SYK  RORB
1.35E-07,29,1992,3.298088393,GO:0040011 locomotion , http://amigo.geneontology.org/amigo/term/GO:0040011, PIK3CG  TEK  SMO  PIK3CD  CDK5R1  SIRT1  LGMN  SYK  MMP12  JAK2  ABL1  MMP9  ERBB2  EGFR  BRAF  CCKAR  CDK5  GRM5  PTAFR  JUN  SLC8A1  DRD1  NTRK1  IGF1R  INSR  MTOR  F10  CDK1  LCK
2.02E-07,11,236,10.55928008,GO:0071902 positive regulation of protein serine/threonine kinase activity , http://amigo.geneontology.org/amigo/term/GO:0071902, CDK5R1  PIK3CG  CCND1  ERBB2  EGFR  SIRT1  CCNT1  CCNB1  SYK  TAOK3  INSR
2.02E-07,13,364,8.090876945,GO:1901214 regulation of neuron death , http://amigo.geneontology.org/amigo/term/GO:1901214, CDK5  SIRT1  JAK2  ABL1  CCND1  BRAF  CAPN2  CDK5R1  JUN  GABRA5  NTRK1  LGMN  TBK1
2.16E-07,20,977,4.637554851,GO:0030334 regulation of cell migration , http://amigo.geneontology.org/amigo/term/GO:0030334, TEK  SIRT1  LGMN  JAK2  ABL1  PIK3CG  BRAF  CDK5  PTAFR  JUN  SLC8A1  DRD1  MMP9  PIK3CD  SMO  IGF1R  EGFR  INSR  MTOR  F10
2.19E-07,17,689,5.589633419,GO:0051301 cell division , http://amigo.geneontology.org/amigo/term/GO:0051301, AURKA  AURKB  CDC25B  CCND1  CSNK1A1  CDK2  CCNT1  CCNB1  CDK4  IGF1R  CCNA2  CCNB3  CCNB2  CDC25C  CDK5  WEE1  CDK1
2.26E-07,21,1085,4.384733312,GO:0040012 regulation of locomotion , http://amigo.geneontology.org/amigo/term/GO:0040012, TEK  SIRT1  LGMN  JAK2  ABL1  PIK3CG  BRAF  CDK5  GRM5  PTAFR  JUN  SLC8A1  DRD1  MMP9  PIK3CD  SMO  IGF1R  EGFR  INSR  MTOR  F10
2.27E-07,10,184,12.31220405,GO:0051896 regulation of protein kinase B signaling , http://amigo.geneontology.org/amigo/term/GO:0051896, TEK  IGF1R  INSR  NTRK1  PIK3CG  F10  SIRT1  MTOR  PIK3CD  EGFR
2.36E-07,28,1916,3.310671986,GO:0042592 homeostatic process , http://amigo.geneontology.org/amigo/term/GO:0042592, JAK2  GPR55  IGF1R  CACNA1B  INSR  SLC8A1  FKBP1A  CCKBR  DRD1  CFTR  BTK  SOAT1  DGAT2  SIRT1  ABL1  PIK3CG  SMO  CCNB2  CDK5  SYK  GRM5  ALK  TGM2  LCK  PIK3CD  SLC2A1  PLA2G2A  BDKRB2
2.76E-07,26,1677,3.512318674,GO:0006811 ion transport , http://amigo.geneontology.org/amigo/term/GO:0006811, CFTR  SLC2A3  SLC2A1  RAMP1  CACNA1B  SLC2A2  SLC8A1  GABRA5  DRD1  CALCRL  FKBP1A  MMP9  BDKRB2  BTK  ABL1  PIK3CG  CDK2  NPY5R  CDK5  SYK  PTAFR  PLA2G2A  GRM5  ABCB1  LCK  CAPN1
2.93E-07,13,377,7.811881188,GO:0051480 regulation of cytosolic calcium ion concentration , http://amigo.geneontology.org/amigo/term/GO:0051480, GPR55  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  JAK2  ABL1  PIK3CG  CDK5  GRM5  LCK  BDKRB2
3.03E-07,8,98,18.49343302,GO:1901992 positive regulation of mitotic cell cycle phase transition , http://amigo.geneontology.org/amigo/term/GO:1901992, CDC25B  CCND1  CDC25C  CCNB1  CDK4  BRD4  EGFR  CDK1
4.21E-07,34,2805,2.745994599,GO:0009056 catabolic process , http://amigo.geneontology.org/amigo/term/GO:0009056, LGMN  MMP9  FAAH  MMP8  CTSL  CSNK1D  MMP3  PDE9A  MMP1  MTOR  MMP12  CSNK1A1  MGLL  SIRT1  NR1I2  EGFR  MAPKAPK2  CAPN2  TBK1  BTK  CAPN1  MAPK9  AURKA  ABL1  PIK3CG  CDK4  SRD5A1  CDK5  ALK  PLA2G2A  INSR  CAPNS1  CDK5R1  CDK2
4.47E-07,9,147,13.87007476,GO:0034614 cellular response to reactive oxygen species , http://amigo.geneontology.org/amigo/term/GO:0034614, SIRT1  ABL1  MMP9  SLC8A1  BTK  CDK1  MAPK9  EGFR  JUN
5.27E-07,10,202,11.21507695,GO:0000302 response to reactive oxygen species , http://amigo.geneontology.org/amigo/term/GO:0000302, SIRT1  ABL1  MMP9  SLC8A1  BTK  CAPN2  CDK1  MAPK9  EGFR  JUN
5.27E-07,9,150,13.59267327,GO:0010634 positive regulation of epithelial cell migration , http://amigo.geneontology.org/amigo/term/GO:0010634, TEK  SIRT1  LGMN  ABL1  PIK3CG  JUN  PIK3CD  MMP9  MTOR
5.49E-07,20,1038,4.365020317,GO:2000145 regulation of cell motility , http://amigo.geneontology.org/amigo/term/GO:2000145, TEK  SIRT1  LGMN  JAK2  ABL1  PIK3CG  BRAF  CDK5  PTAFR  JUN  SLC8A1  DRD1  MMP9  PIK3CD  SMO  IGF1R  EGFR  INSR  MTOR  F10
5.67E-07,11,263,9.475247525,GO:0051402 neuron apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0051402, CDK5  JAK2  ABL1  CCND1  THRB  BRAF  CDK5R1  JUN  GABRA5  NTRK1  LGMN
5.76E-07,21,1150,4.13690056,GO:0072359 circulatory system development , http://amigo.geneontology.org/amigo/term/GO:0072359, CALCRL  TEK  SIRT1  RAMP1  ABL1  PIK3CG  SMO  IGF1R  ERBB2  SYK  CDK1  GRK2  JUN  MAPK11  MTOR  EGFR  NPY5R  INSR  FKBP1A  PIK3CD  SLC8A1
5.91E-07,27,1874,3.263982375,GO:0051049 regulation of transport , http://amigo.geneontology.org/amigo/term/GO:0051049, CCKAR  SYK  DRD1  CFTR  FKBP1A  MMP9  ERBB2  BRAF  INSR  TGM2  BTK  SIRT1  JAK2  ABL1  PIK3CG  SMO  CACNA1B  NPY5R  CDK5  PTAFR  CDK1  CDK5R1  SLC8A1  GRM5  ABCB1  GRK2  CAPN1
6.05E-07,13,403,7.307888853,GO:0050727 regulation of inflammatory response , http://amigo.geneontology.org/amigo/term/GO:0050727, JAK2  BRD4  BTK  CALCRL  PIK3CG  MMP8  NPY5R  MGLL  MMP9  TEK  MMP3  SYK  PLA2G2A
6.29E-07,16,653,5.550861977,GO:0002521 leukocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0002521, SYK  LCK  PIK3CD  GPR55  BTK  SIRT1  ABL1  ERBB2  BRAF  FASN  JUN  NTRK1  MTOR  CTSL  RORC  MMP9
6.86E-07,34,2867,2.686611389,GO:0009653 anatomical structure morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0009653, CALCRL  TEK  SMO  TAOK3  CDK5  CDK5R1  SIRT1  RAMP1  MMP12  CFTR  CAPN1  AURKA  ABL1  PIK3CG  IGF1R  ERBB2  EGFR  THRB  BRAF  CAPN2  CCKAR  SYK  WEE1  INSR  JUN  NTRK1  MTOR  TGM2  RORB  MMP9  MMP8  PIK3CD  NPY5R  FKBP1A
6.86E-07,25,1635,3.463984013,GO:0022414 reproductive process , http://amigo.geneontology.org/amigo/term/GO:0022414, CDC25B  TTK  CDC25C  CFTR  AURKA  SIRT1  MMP9  CCND1  SLC2A1  CDK2  IGF1R  SRD5A1  EGFR  CCNB3  THRB  CCNB2  CAPN2  NPY5R  PTAFR  INSR  DRD1  NTRK1  MTOR  SSTR3  CDK1
7.01E-07,16,659,5.500323022,GO:0007610 behavior , http://amigo.geneontology.org/amigo/term/GO:0007610, ABL1  LGMN  SRD5A1  THRB  BRAF  CAPN2  NPY5R  CDK5  GRM5  ALK  DRD1  GABRA5  NTRK1  MTOR  EGFR  INSR
7.31E-07,14,489,6.485938164,GO:0006874 cellular calcium ion homeostasis , http://amigo.geneontology.org/amigo/term/GO:0006874, GPR55  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  JAK2  ABL1  PIK3CG  CDK5  GRM5  TGM2  LCK  BDKRB2
7.51E-07,25,1644,3.445020597,GO:0000003 reproduction , http://amigo.geneontology.org/amigo/term/GO:0000003, CDC25B  TTK  CDC25C  CFTR  AURKA  SIRT1  MMP9  CCND1  SLC2A1  CDK2  IGF1R  SRD5A1  EGFR  CCNB3  THRB  CCNB2  CAPN2  NPY5R  PTAFR  INSR  DRD1  NTRK1  MTOR  SSTR3  CDK1
8.30E-07,12,342,7.948931735,GO:0007204 positive regulation of cytosolic calcium ion concentration , http://amigo.geneontology.org/amigo/term/GO:0007204, GPR55  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  JAK2  ABL1  PIK3CG  CDK5  LCK  BDKRB2
8.72E-07,11,276,9.028949634,GO:0003018 vascular process in circulatory system , http://amigo.geneontology.org/amigo/term/GO:0003018, ABCB1  BDKRB2  ABL1  FAAH  UTS2R  DRD1  SLC2A3  SLC2A1  SLC8A1  INSR  TEK
9.30E-07,18,867,4.703347151,GO:0055082 cellular chemical homeostasis , http://amigo.geneontology.org/amigo/term/GO:0055082, GPR55  IGF1R  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  CFTR  DGAT2  SIRT1  JAK2  ABL1  PIK3CG  CDK5  GRM5  TGM2  LCK  BDKRB2
9.52E-07,10,217,10.43984122,GO:0043491 protein kinase B signaling , http://amigo.geneontology.org/amigo/term/GO:0043491, TEK  IGF1R  INSR  NTRK1  PIK3CG  F10  SIRT1  MTOR  PIK3CD  EGFR
9.70E-07,32,2618,2.769070184,GO:0007399 nervous system development , http://amigo.geneontology.org/amigo/term/GO:0007399, SMO  TAOK3  ERBB2  CDK5  ALK  CDK5R1  CSNK1D  NTRK1  TGM2  AURKA  JAK2  ABL1  CCND1  SLC2A1  IGF1R  SRD5A1  EGFR  THRB  BRAF  CCKAR  WEE1  GRM5  PFKFB3  JUN  SLC8A1  DRD1  GABRA5  MTOR  RORB  SSTR3  CDK1  RPS6KA3
9.83E-07,10,218,10.39195204,GO:0050679 positive regulation of epithelial cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0050679, EGFR  ERBB2  MMP12  BTK  CCND1  SMO  JUN  PIK3CD  SIRT1  TEK
1.05E-06,22,1312,3.798765395,GO:0010628 positive regulation of gene expression , http://amigo.geneontology.org/amigo/term/GO:0010628, JAK2  MAPKAPK2  TBK1  MTOR  BTK  SIRT1  ABL1  MMP8  SMO  ERBB2  NR1I2  BRAF  SYK  PTAFR  CDK1  MMP12  MAPK9  EGFR  PIK3CD  DRD1  MAPK11  PIK3CG
1.07E-06,26,1806,3.261438768,GO:0048870 cell motility , http://amigo.geneontology.org/amigo/term/GO:0048870, PIK3CG  TEK  PIK3CD  SIRT1  LGMN  SYK  MMP12  JAK2  ABL1  MMP9  SMO  EGFR  BRAF  CCKAR  CDK5  PTAFR  CDK5R1  JUN  SLC8A1  DRD1  IGF1R  INSR  MTOR  F10  CDK1  LCK
1.07E-06,26,1806,3.261438768,GO:0051674 localization of cell , http://amigo.geneontology.org/amigo/term/GO:0051674, PIK3CG  TEK  PIK3CD  SIRT1  LGMN  SYK  MMP12  JAK2  ABL1  MMP9  SMO  EGFR  BRAF  CCKAR  CDK5  PTAFR  CDK5R1  JUN  SLC8A1  DRD1  IGF1R  INSR  MTOR  F10  CDK1  LCK
1.10E-06,14,508,6.243353863,GO:0055074 calcium ion homeostasis , http://amigo.geneontology.org/amigo/term/GO:0055074, GPR55  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  JAK2  ABL1  PIK3CG  CDK5  GRM5  TGM2  LCK  BDKRB2
1.15E-06,15,596,5.701624693,GO:0034762 regulation of transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0034762, CFTR  FKBP1A  MMP9  BRAF  INSR  DRD1  ABL1  PIK3CG  CACNA1B  CDK5  PTAFR  SLC8A1  GRM5  ABCB1  CAPN1
1.20E-06,15,598,5.682555714,GO:0007507 heart development , http://amigo.geneontology.org/amigo/term/GO:0007507, CALCRL  SMO  IGF1R  ERBB2  CDK1  GRK2  JUN  MAPK11  MTOR  EGFR  NPY5R  INSR  FKBP1A  TEK  SLC8A1
1.26E-06,31,2507,2.801308811,GO:0003008 system process , http://amigo.geneontology.org/amigo/term/GO:0003008, GRK2  GABRA5  ABCB1  BDKRB2  SLC8A1  CALCRL  JAK2  ABL1  LGMN  CCKBR  FAAH  CDK9  THRB  BRAF  PDE9A  CDK5  GRM5  PTAFR  UTS2R  DRD1  NTRK1  MTOR  RORB  SLC2A3  SLC2A1  MGLL  EGFR  GNRHR  INSR  PIK3CG  TEK
1.38E-06,10,227,9.97993632,GO:0043523 regulation of neuron apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0043523, JAK2  ABL1  CCND1  BRAF  CDK5  CDK5R1  JUN  GABRA5  NTRK1  LGMN
1.39E-06,12,361,7.530566907,GO:0070371 ERK1 and ERK2 cascade , http://amigo.geneontology.org/amigo/term/GO:0070371, TEK  GPR55  EGFR  BRAF  PLA2G2A  NTRK1  ABL1  NPY5R  SYK  JUN  ERBB2  CDK1
1.41E-06,20,1109,4.085564553,GO:0051270 regulation of cellular component movement , http://amigo.geneontology.org/amigo/term/GO:0051270, TEK  SIRT1  LGMN  JAK2  ABL1  PIK3CG  BRAF  CDK5  PTAFR  JUN  SLC8A1  DRD1  MMP9  PIK3CD  SMO  IGF1R  EGFR  INSR  MTOR  F10
1.41E-06,29,2239,2.934252827,GO:0048468 cell development , http://amigo.geneontology.org/amigo/term/GO:0048468, SMO  TAOK3  CDK5  CDK5R1  NTRK1  TGM2  CFTR  BTK  AURKA  JAK2  ABL1  CDC25B  IGF1R  ERBB2  THRB  BRAF  CCKAR  WEE1  GRM5  FASN  CDK1  ALK  JUN  DRD1  GABRA5  MTOR  RORB  TEK  SLC8A1
1.50E-06,4,10,90.61782178,GO:0010359 regulation of anion channel activity , http://amigo.geneontology.org/amigo/term/GO:0010359, CFTR  PTAFR  GRM5  ABCB1
1.58E-06,20,1118,4.052675393,GO:0051130 positive regulation of cellular component organization , http://amigo.geneontology.org/amigo/term/GO:0051130, TNKS2  CDK2  MMP3  INSR  AURKB  MMP1  NTRK1  MAPK9  ABL1  IGF1R  BRAF  CAPN2  SYK  ALK  MTOR  AURKA  MMP9  TEK  CDK5R1  CDK5
1.74E-06,6,50,27.18534653,GO:0030574 collagen catabolic process , http://amigo.geneontology.org/amigo/term/GO:0030574, MMP9  MMP8  MMP3  MMP1  MMP12  CTSL
1.79E-06,15,619,5.48977111,GO:0009611 response to wounding , http://amigo.geneontology.org/amigo/term/GO:0009611, F10  SYK  AURKA  JAK2  ERBB2  MMP12  IGF1R  BRAF  CDK5  CDK1  JUN  NTRK1  MTOR  PIK3CG  LCK
1.79E-06,14,531,5.972926106,GO:0072503 cellular divalent inorganic cation homeostasis , http://amigo.geneontology.org/amigo/term/GO:0072503, GPR55  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  JAK2  ABL1  PIK3CG  CDK5  GRM5  TGM2  LCK  BDKRB2
1.96E-06,7,85,18.65661037,GO:0021766 hippocampus development , http://amigo.geneontology.org/amigo/term/GO:0021766, SMO  IGF1R  SRD5A1  CDK5  ALK  CDK5R1  DRD1
2.07E-06,43,4482,2.173452887,GO:0031326 regulation of cellular biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0031326, SIRT1  CCNT1  CCNH  BRD4  RORC  NR1I2  THRB  CDK5  BRD3  JUN  RORB  TNKS2  CCND1  RAMP1  CDK9  EGFR  INSR  AURKB  TBK1  NTRK1  MTOR  DGAT2  JAK2  MMP8  CDK2  SMO  IGF1R  CCNA2  CAPN2  GRM5  PTAFR  MMP12  SENP1  SOAT1  ERBB2  SYK  CDK5R1  RPS6KA3  BTK  MAPK9  ABL1  CDK4  ALK
2.26E-06,4,11,82.37983798,GO:0044771 meiotic cell cycle phase transition , http://amigo.geneontology.org/amigo/term/GO:0044771, CDC25B  TTK  CDC25C  CCNB2
2.26E-06,4,11,82.37983798,GO:2001225 regulation of chloride transport , http://amigo.geneontology.org/amigo/term/GO:2001225, CFTR  PTAFR  GRM5  ABCB1
2.36E-06,25,1757,3.22345695,GO:0022008 neurogenesis , http://amigo.geneontology.org/amigo/term/GO:0022008, SMO  TAOK3  ERBB2  CDK5  ALK  CDK5R1  CSNK1D  NTRK1  TGM2  AURKA  JAK2  ABL1  CCND1  IGF1R  THRB  BRAF  CCKAR  WEE1  GRM5  JUN  DRD1  GABRA5  MTOR  RORB  CDK1
2.38E-06,28,2160,2.936688669,GO:0033554 cellular response to stress , http://amigo.geneontology.org/amigo/term/GO:0033554, MAPK9  IGF1R  CDK1  JUN  MTOR  CFTR  SIRT1  ABL1  MMP9  CCND1  TAOK3  CDK9  EGFR  SLC8A1  MAPK11  BTK  JAK2  SLC2A1  MMP8  CDK2  BRD4  CCNA2  SRD5A1  BRAF  MAPKAPK2  BDKRB2  MMP3  RPS6KA3
2.49E-06,19,1042,4.130850801,GO:0048534 hematopoietic or lymphoid organ development , http://amigo.geneontology.org/amigo/term/GO:0048534, JAK2  SYK  LCK  PIK3CD  GPR55  BTK  SIRT1  ABL1  ERBB2  CCNB2  BRAF  FASN  JUN  NTRK1  MTOR  CTSL  RORC  MMP9  TEK
2.66E-06,12,386,7.04283589,GO:0051098 regulation of binding , http://amigo.geneontology.org/amigo/term/GO:0051098, AURKA  FKBP1A  MMP9  CDK9  JUN  AURKB  JAK2  MMP8  SMO  CDK5  ABL1  CSNK1A1
2.74E-06,8,134,13.52504803,GO:1901989 positive regulation of cell cycle phase transition , http://amigo.geneontology.org/amigo/term/GO:1901989, CDC25B  CCND1  CDC25C  CCNB1  CDK4  BRD4  EGFR  CDK1
2.84E-06,11,315,7.911079679,GO:0034599 cellular response to oxidative stress , http://amigo.geneontology.org/amigo/term/GO:0034599, SIRT1  ABL1  MMP9  SLC8A1  BTK  JAK2  CDK1  MAPK9  EGFR  JUN  MMP3
2.93E-06,6,55,24.7139514,GO:0048146 positive regulation of fibroblast proliferation , http://amigo.geneontology.org/amigo/term/GO:0048146, ABL1  CCNB1  CCNA2  EGFR  JUN  CDK4
2.97E-06,43,4545,2.143325818,GO:0009889 regulation of biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0009889, SIRT1  CCNT1  CCNH  BRD4  RORC  NR1I2  THRB  CDK5  BRD3  JUN  RORB  TNKS2  MTOR  CCND1  RAMP1  CDK9  EGFR  INSR  AURKB  TBK1  NTRK1  DGAT2  JAK2  MMP8  CDK2  SMO  CDK4  IGF1R  CCNA2  CAPN2  GRM5  PTAFR  MMP12  SENP1  SOAT1  ERBB2  SYK  CDK5R1  RPS6KA3  BTK  MAPK9  ABL1  ALK
3.07E-06,14,558,5.683913553,GO:0072507 divalent inorganic cation homeostasis , http://amigo.geneontology.org/amigo/term/GO:0072507, GPR55  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  JAK2  ABL1  PIK3CG  CDK5  GRM5  TGM2  LCK  BDKRB2
3.13E-06,15,650,5.227951257,GO:0010942 positive regulation of cell death , http://amigo.geneontology.org/amigo/term/GO:0010942, SIRT1  ABL1  MAPK9  JAK2  MMP9  CAPN2  CDK5  CDK5R1  NTRK1  SYK  PIK3CD  JUN  LCK  TGM2  MMP3
3.41E-06,9,192,10.61927599,GO:0021543 pallium development , http://amigo.geneontology.org/amigo/term/GO:0021543, SLC2A1  SMO  IGF1R  SRD5A1  EGFR  CDK5  ALK  CDK5R1  DRD1
3.53E-06,27,2068,2.957786736,GO:0010557 positive regulation of macromolecule biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0010557, CCNT1  BRD4  NR1I2  THRB  TNKS2  JUN  SIRT1  RAMP1  CDK9  EGFR  INSR  TBK1  MTOR  JAK2  CDK2  SMO  CCNA2  PTAFR  RORB  SENP1  SOAT1  ERBB2  RPS6KA3  AURKB  MMP12  RORC  ABL1
3.95E-06,18,967,4.216961717,GO:0019725 cellular homeostasis , http://amigo.geneontology.org/amigo/term/GO:0019725, GPR55  IGF1R  CACNA1B  SLC8A1  FKBP1A  CCKBR  DRD1  CFTR  DGAT2  SIRT1  JAK2  ABL1  PIK3CG  CDK5  GRM5  TGM2  LCK  BDKRB2
4.16E-06,27,2086,2.932264128,GO:0009888 tissue development , http://amigo.geneontology.org/amigo/term/GO:0009888, MMP12  CFTR  DGAT2  SIRT1  JAK2  ABL1  MMP9  CCND1  SMO  CDK4  EGFR  THRB  CDK5  FASN  CDK1  INSR  JUN  MAPK11  NTRK1  MTOR  TGM2  MMP8  PIK3CD  SLC8A1  FKBP1A  RORC  BTK
4.16E-06,17,865,4.452320723,GO:0060322 head development , http://amigo.geneontology.org/amigo/term/GO:0060322, CDK5R1  CSNK1D  ABL1  SLC2A1  SMO  IGF1R  SRD5A1  EGFR  BRAF  CCKAR  CDK5  PFKFB3  ALK  SLC8A1  DRD1  GABRA5  SSTR3
4.37E-06,14,576,5.506291254,GO:0043068 positive regulation of programmed cell death , http://amigo.geneontology.org/amigo/term/GO:0043068, SIRT1  ABL1  MAPK9  JAK2  MMP9  CAPN2  CDK5  CDK5R1  NTRK1  SYK  PIK3CD  JUN  LCK  TGM2
4.54E-06,19,1088,3.956200859,GO:0009894 regulation of catabolic process , http://amigo.geneontology.org/amigo/term/GO:0009894, CSNK1D  MTOR  SIRT1  CSNK1A1  EGFR  MAPKAPK2  TBK1  MAPK9  AURKA  PIK3CG  CDK4  ALK  INSR  CAPN1  CAPNS1  CDK5R1  ABL1  CDK2  CDK5
4.58E-06,19,1089,3.952567984,GO:0032101 regulation of response to external stimulus , http://amigo.geneontology.org/amigo/term/GO:0032101, JAK2  LGMN  BRD4  BTK  CALCRL  PIK3CG  MMP8  IGF1R  BRAF  NPY5R  SYK  TBK1  MMP12  MGLL  DRD1  MMP9  TEK  MMP3  PLA2G2A
4.61E-06,12,409,6.646783994,GO:0030900 forebrain development , http://amigo.geneontology.org/amigo/term/GO:0030900, SLC2A1  SMO  IGF1R  SRD5A1  EGFR  CCKAR  CDK5  ALK  CDK5R1  SLC8A1  DRD1  SSTR3
5.03E-06,7,99,16.01830183,GO:0048661 positive regulation of smooth muscle cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0048661, CALCRL  JAK2  IGF1R  NPY5R  PTAFR  MMP9  JUN
5.20E-06,11,337,7.394629374,GO:0070372 regulation of ERK1 and ERK2 cascade , http://amigo.geneontology.org/amigo/term/GO:0070372, TEK  GPR55  EGFR  BRAF  PLA2G2A  NTRK1  ABL1  NPY5R  SYK  JUN  ERBB2
5.24E-06,28,2254,2.814218068,GO:0006928 movement of cell or subcellular component , http://amigo.geneontology.org/amigo/term/GO:0006928, PIK3CG  TEK  SMO  PIK3CD  CDK5R1  SIRT1  LGMN  SYK  MMP12  JAK2  ABL1  MMP9  ERBB2  EGFR  BRAF  CCKAR  CDK5  PTAFR  JUN  SLC8A1  DRD1  NTRK1  IGF1R  INSR  MTOR  F10  CDK1  LCK
5.82E-06,19,1108,3.884789291,GO:0002520 immune system development , http://amigo.geneontology.org/amigo/term/GO:0002520, JAK2  SYK  LCK  PIK3CD  GPR55  BTK  SIRT1  ABL1  ERBB2  CCNB2  BRAF  FASN  JUN  NTRK1  MTOR  CTSL  RORC  MMP9  TEK
5.82E-06,3,4,169.9084158,GO:1901529 positive regulation of anion channel activity , http://amigo.geneontology.org/amigo/term/GO:1901529, CFTR  PTAFR  ABCB1
6.18E-06,18,1001,4.073728252,GO:0030097 hemopoiesis , http://amigo.geneontology.org/amigo/term/GO:0030097, JAK2  SYK  LCK  PIK3CD  GPR55  BTK  SIRT1  ABL1  ERBB2  BRAF  FASN  JUN  NTRK1  MTOR  CTSL  RORC  MMP9  TEK
6.18E-06,18,1001,4.073728252,GO:0046903 secretion , http://amigo.geneontology.org/amigo/term/GO:0046903, CCKAR  SYK  BDKRB2  CFTR  BTK  JAK2  CCND1  CCKBR  BRAF  NPY5R  CDK5  PTAFR  DRD1  PLA2G2A  GRK2  GNRHR  PIK3CG  PIK3CD
6.35E-06,13,507,5.80883473,GO:1903131 mononuclear cell differentiation , http://amigo.geneontology.org/amigo/term/GO:1903131, SYK  LCK  PIK3CD  BTK  ABL1  ERBB2  BRAF  FASN  JUN  NTRK1  MTOR  CTSL  RORC
6.67E-06,12,425,6.396552126,GO:0045786 negative regulation of cell cycle , http://amigo.geneontology.org/amigo/term/GO:0045786, TTK  CDK1  AURKB  CCND1  ABL1  CDK5  SIRT1  CCNB1  TAOK3  BRD4  CDK2  WEE1
6.81E-06,22,1482,3.36300958,GO:0007186 G protein-coupled receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0007186, CALCRL  GNRHR  CCKBR  RAMP1  GPR55  CCKAR  NPY5R  BDKRB2  GRM5  PTAFR  GRK2  UTS2R  DRD1  SSTR3  PIK3CG  INSR  JAK2  SMO  CDK5R1  RORB  TGM2  MGLL
6.81E-06,19,1123,3.832899853,GO:0007417 central nervous system development , http://amigo.geneontology.org/amigo/term/GO:0007417, SMO  CDK5R1  CSNK1D  CDK5  ABL1  SLC2A1  IGF1R  ERBB2  SRD5A1  EGFR  CCKAR  PFKFB3  ALK  SLC8A1  DRD1  GABRA5  MTOR  SSTR3  RPS6KA3
6.81E-06,10,276,8.208136031,GO:0021537 telencephalon development , http://amigo.geneontology.org/amigo/term/GO:0021537, SLC2A1  SMO  IGF1R  SRD5A1  EGFR  CDK5  ALK  CDK5R1  SLC8A1  DRD1
6.81E-06,13,511,5.763364399,GO:0034765 regulation of ion transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0034765, CFTR  FKBP1A  MMP9  DRD1  ABL1  PIK3CG  CACNA1B  CDK5  PTAFR  SLC8A1  GRM5  ABCB1  CAPN1
6.81E-06,19,1122,3.836315985,GO:0045321 leukocyte activation , http://amigo.geneontology.org/amigo/term/GO:0045321, SYK  LCK  JAK2  PIK3CD  PLA2G2A  BTK  ABL1  MMP8  ERBB2  BRAF  PTAFR  JUN  TBK1  NTRK1  MTOR  CTSL  RORC  FKBP1A  PIK3CG
6.81E-06,15,697,4.875420828,GO:0071363 cellular response to growth factor stimulus , http://amigo.geneontology.org/amigo/term/GO:0071363, MAPKAPK2  NTRK1  FKBP1A  SIRT1  LGMN  ERBB2  JUN  ABL1  IGF1R  CSNK1D  CCNA2  SRD5A1  EGFR  INSR  PIK3CD
6.81E-06,22,1483,3.360741873,GO:2000026 regulation of multicellular organismal development , http://amigo.geneontology.org/amigo/term/GO:2000026, TEK  SYK  SIRT1  GPR55  TGM2  CFTR  ABL1  MMP9  CCND1  SMO  ERBB2  BRAF  CDK5  GRM5  CDK1  INSR  MAPK11  NTRK1  MTOR  PIK3CD  SLC8A1  BTK
6.90E-06,20,1241,3.651000072,GO:0048878 chemical homeostasis , http://amigo.geneontology.org/amigo/term/GO:0048878, GPR55  IGF1R  CACNA1B  INSR  SLC8A1  FKBP1A  CCKBR  DRD1  CFTR  SOAT1  DGAT2  SIRT1  JAK2  ABL1  PIK3CG  CDK5  GRM5  TGM2  LCK  BDKRB2
