shared_gene,phenotype,concurrency_phenotype,concurrency_gene,Total_concurrency
['CENPE'],"['Intellectual disability, severe', 'Simplified gyral pattern', 'Agenesis of corpus callosum', 'Intellectual disability', 'Global developmental delay', 'Global developmental delay', 'Hypoplasia of the frontal lobes', 'Vesicoureteral reflux', 'Hip dysplasia', 'Joint hypermobility', 'Hyperreflexia', 'Craniosynostosis', 'Prematurely aged appearance', 'Partial agenesis of the corpus callosum', 'Autosomal recessive inheritance', 'Pachygyria', 'Scoliosis', 'Cerebellar hypoplasia', 'Unilateral renal agenesis', 'Delayed skeletal maturation', 'Cognitive impairment', 'Ventriculomegaly', 'Cone-shaped epiphysis', 'Sparse scalp hair', 'Gray matter heterotopia', 'Metaphyseal sclerosis', 'Tooth agenesis', 'Small hand', 'Clinodactyly of the 5th finger', 'Nystagmus', 'Abnormal dental enamel morphology', 'Mild global developmental delay', 'Short stature', 'Short stature', 'Short stature', 'Cachexia', 'Fetal onset', 'Primary microcephaly', 'Abnormal cortical bone morphology', 'Narrow face', 'Microcephaly', 'Microcephaly', 'Microcephaly', 'Thin upper lip vermilion', 'Small for gestational age', 'Intrauterine growth retardation', 'Intrauterine growth retardation', 'Growth delay', 'Absent earlobe', 'Subglottic stenosis', 'Abnormal earlobe morphology', 'Sloping forehead', 'Sloping forehead', 'Tonic seizure', 'Micrognathia', 'Micrognathia', 'Round face', 'Restrictive cardiomyopathy', 'Macrotia', 'Downslanted palpebral fissures', 'Short foot', 'Prominent nose', 'Convex nasal ridge', 'Sandal gap', 'Glaucoma', 'Upslanted palpebral fissure']",1,0,1
['1.1.1.41'],[],0,0,0
['Conventional kinesin heavy chain'],[],0,0,0
['PPP2R5A'],[],0,0,0
['TST1'],[],0,0,0
['Synonyms=GPR124'],[],0,0,0
['Adhesion G protein-coupled receptor A2'],[],0,0,0
['Multi-specific organic anion transporter B'],[],0,0,0
['Catechol O-methyltransferase'],[],0,0,0
['Cytosolic inhibitor of Nrf2'],[],0,0,0
['Deoxyhypusine monooxygenase'],[],0,0,0
['NF-ATc1'],[],0,0,0
"['Nucleoside diphosphate kinase, mitochondrial']",[],0,0,0
['PARP-9'],[],0,0,0
['Cyclin A'],[],0,0,0
['Adenylyltransferase and sulfurtransferase MOCS3'],[],0,0,0
['CSF 140 kDa subunit'],[],0,0,0
['NIK'],[],0,0,0
['Laminin subunit alpha-2'],[],0,0,0
['TDP2'],"['Generalized hypotonia', 'Generalized hypotonia', 'Seizure', 'Seizure', 'Ataxia', 'Ataxia', 'Intellectual disability', 'Intellectual disability', 'Autosomal recessive inheritance', 'Easy fatigability', 'Hypersomnia', 'Abnormal facial shape', 'Arrhythmia', 'Microcephaly', 'Brachycephaly', 'Hyponatremia', 'Neutropenia']",2,0,2
['[histone H3]-lysine36 N-trimethyltransferase PRDM9'],[],0,0,0
['S-100 protein subunit beta'],[],0,0,0
['TNNI2'],"['Adducted thumb', 'Adducted thumb', 'Ulnar deviation of the hand or of fingers of the hand', 'Round ear', 'Absent phalangeal crease', 'Joint stiffness', 'Joint stiffness', 'Autosomal dominant inheritance', 'Scoliosis', 'Scoliosis', 'Narrow mouth', 'Narrow mouth', 'Bilateral single transverse palmar creases', 'Ulnar deviation of finger', 'Ulnar deviation of finger', 'Vertebral segmentation defect', 'Camptodactyly of finger', 'Camptodactyly of finger', 'Overlapping fingers', 'Overlapping fingers', 'Tarsal synostosis', 'Short stature', 'Short stature', 'Ulnar deviation of the wrist', 'Ulnar deviation of the wrist', 'Distal arthrogryposis', 'Abnormal hip bone morphology', 'Abnormal hip bone morphology', 'Narrow face', 'Arthrogryposis multiplex congenita', 'High palate', 'High palate', 'Aplasia/Hypoplasia of the radius', 'Long philtrum', 'Micrognathia', 'Micrognathia', 'Triangular face', 'Mandibular prognathia', 'Prominent nasolabial fold', 'Downslanted palpebral fissures', 'Short neck', 'Webbed neck', 'Webbed neck', 'Protruding ear', 'Talipes equinovarus', 'Wide nasal bridge', 'Wide nasal bridge', 'Calcaneovalgus deformity', 'Metatarsus adductus', 'Rocker bottom foot', 'Rocker bottom foot', 'Abnormality of the ear', 'Talipes']",6,0,6
"[""Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'""]",[],0,0,0
['ATP pyrophosphate-lyase 5'],[],0,0,0
['Brain-1'],[],0,0,0
['CYP4Z1'],[],0,0,0
['MRP5'],[],0,0,0
['Calcium and DAG-regulated guanine nucleotide exchange factor II'],[],0,0,0
['Synonyms=BAP'],[],0,0,0
['Eag-related protein 3'],[],0,0,0
['IgG Fc receptor III-2'],[],0,0,0
['Filamin-3'],[],0,0,0
['Rac GTPase-activating protein 1'],[],0,0,0
['Restin-II'],[],0,0,0
['Activated CDC42 kinase 1'],[],0,0,0
['DNM1'],"['Atypical absence seizure', 'Atypical absence seizure', 'Clonic seizure', 'Poor head control', 'Poor head control', 'Encephalopathy', 'Encephalopathy', 'Generalized hypotonia', 'Generalized hypotonia', 'Generalized hypotonia', 'Agenesis of corpus callosum', 'Abnormal corpus callosum morphology', 'Mental deterioration', 'Mental deterioration', 'Seizure', 'Seizure', 'Hypotonia', 'Hypotonia', 'Ataxia', 'Intellectual disability', 'Intellectual disability', 'Intellectual disability', 'Hyporeflexia', 'Global developmental delay', 'Global developmental delay', 'Spasticity', 'Focal-onset seizure', 'Inability to walk', 'Hypsarrhythmia', 'Hypsarrhythmia', 'Hypsarrhythmia', 'Falls', 'Limb hypertonia', 'Diffuse cerebral atrophy', 'Personality disorder', 'Hyperreflexia', 'Multifocal seizures', 'Thin corpus callosum', 'Absent speech', 'Autosomal recessive inheritance', 'Tremor', 'Autosomal dominant inheritance', 'Myoclonus', 'Myoclonus', 'Myoclonus', 'Reduced tendon reflexes', 'Gastroesophageal reflux', 'Constipation', 'Bilateral tonic-clonic seizure', 'Bilateral tonic-clonic seizure', 'Rigidity', 'Cerebral atrophy', 'Generalized myoclonic seizure', 'Ventriculomegaly', 'Status epilepticus', 'Clonus', 'Opisthotonus', 'Infantile onset', 'Infantile onset', 'Impulsivity', 'Self-injurious behavior', 'Epileptic encephalopathy', 'Attention deficit hyperactivity disorder', 'Feeding difficulties', 'Feeding difficulties', 'Focal impaired awareness seizure', 'Abnormal brainstem morphology', 'Developmental regression', 'Developmental regression', 'Developmental regression', 'Difficulty walking', 'Difficulty walking', 'EEG abnormality', 'Vertigo', 'Unsteady gait', 'EEG with multifocal slow activity', 'Dyskinesia', 'Atonic seizure', 'Atonic seizure', 'Generalized tonic seizure', 'Protruding tongue', 'Tube feeding', 'Nystagmus', 'Nystagmus', 'Long palpebral fissure', 'Optic atrophy', 'Optic atrophy', 'Severe global developmental delay', 'Hypodontia', 'Short stature', 'Involuntary movements', 'Involuntary movements', 'Antenatal onset', 'Hyperactivity', 'Irritability', 'Irritability', 'Delayed speech and language development', 'Apathy', 'Widened subarachnoid space', 'Aggressive behavior', 'Autism', 'Autistic behavior', 'Psychosis', 'Atypical behavior', 'Atypical behavior', 'Abnormality of coordination', 'Neurodevelopmental delay', 'Reduced cerebral white matter volume', 'Choking episodes', 'Appendicular spasticity', 'Broad face', 'Microcephaly', 'Gingival overgrowth', 'Decreased fetal movement', 'Failure to thrive', 'Failure to thrive', 'Colpocephaly', 'Epileptic spasm', 'Almond-shaped palpebral fissure', 'Low-set ears', 'Narrow forehead', 'Tonic seizure', 'High forehead', 'Myoclonic seizure', 'Myoclonic seizure', 'EEG with focal sharp slow waves', 'Atypical absence status epilepticus', 'Infantile spasms', 'Downslanted palpebral fissures', 'Brain atrophy', 'Brain atrophy', 'Abnormal myelination', 'Secondary microcephaly', 'Ptosis', 'Abnormality of vision', 'Abnormal involuntary eye movements', 'Retinal degeneration']",49,0,49
['hGBP1'],[],0,0,0
['MDGI'],[],0,0,0
['Synonyms=CAB1'],[],0,0,0
['OATP1'],[],0,0,0
['IL23A'],[],0,0,0
['Platelet receptor Gi24'],[],0,0,0
['GRM8'],[],0,0,0
['NDUFB11'],"['Fetal distress', 'Increased CSF lactate', 'Optic neuropathy', 'Mandibular aplasia', 'Poor head control', 'Leukodystrophy', 'Mitochondrial myopathy', 'Encephalopathy', 'Agenesis of corpus callosum', 'Agenesis of corpus callosum', 'Agenesis of corpus callosum', 'Lethargy', 'Seizure', 'Seizure', 'Seizure', 'Hypotonia', 'Hypotonia', 'Ataxia', 'Intellectual disability', 'Intellectual disability', 'Global developmental delay', 'Global developmental delay', 'Global developmental delay', 'Global developmental delay', 'Asymmetric, linear skin defects', 'Asymmetric, linear skin defects', 'Clitoral hypertrophy', 'Clitoral hypertrophy', 'Neonatal death', 'Ambiguous genitalia', 'Chordee', 'Male pseudohermaphroditism', 'Abnormal penis morphology', 'Epispadias', 'Micropenis', 'Hypospadias', 'Hypospadias', 'Abnormal testis morphology', 'Absent septum pellucidum', 'Absent septum pellucidum', 'Specific learning disability', 'Muscle weakness', 'Hypoplasia of the uterus', 'Overriding aorta', 'Cleft palate', 'Axial hypotonia', 'Hyperpigmented streaks', 'Proximal tubulopathy', 'X-linked dominant inheritance', 'X-linked dominant inheritance', 'X-linked inheritance', 'Anal atresia', 'Abnormal rectum morphology', 'Vomiting', 'Midface retrusion', 'Respiratory distress', 'Dyspnea', 'Respiratory insufficiency', 'Colonic atresia', 'Thyroid C cell hyperplasia', 'Junctional ectopic tachycardia', 'Status epilepticus', 'Ventricular tachycardia', 'Decreased activity of mitochondrial complex I', 'Decreased activity of mitochondrial complex I', 'Echolalia', 'Congenital onset', 'Congenital onset', 'Congenital onset', 'Hepatomegaly', 'Increased serum pyruvate', 'Feeding difficulties', 'Feeding difficulties', 'Abnormal mitochondria in muscle tissue', 'Severe short stature', 'Hypopigmented skin patches', 'Aphasia', 'Leukoencephalopathy', 'Abnormality of skin pigmentation', 'Erythema', 'Mutism', 'Nystagmus', 'Nystagmus', 'Amblyopia', 'Sclerocornea', 'Sclerocornea', 'Sclerocornea', 'Blindness', 'Blindness', 'Iris coloboma', 'Hypoglycemia', 'Abnormal nasolacrimal system morphology', 'Metabolic acidosis', 'Posterior embryotoxon', 'Abnormal dental enamel morphology', 'Delayed eruption of primary teeth', 'Peters anomaly', 'Abnormal facial shape', 'Short stature', 'Dermal atrophy', 'Abnormal vitreous humor morphology', 'Functional motor deficit', 'Lateral ventricle dilatation', 'Abnormality of the anus', 'Third trimester onset', 'Focal T2 hyperintense brainstem lesion', 'Congenital diaphragmatic hernia', 'Congenital diaphragmatic hernia', 'Lactic acidosis', 'Vitritis', 'Ovotestis', 'Diabetes mellitus', 'Reduced eye contact', 'Single transverse palmar crease', 'Hyperpigmentation of the skin', 'Sacral dimple', 'Aplasia/Hypoplasia of the skin', 'Arrhythmia', 'Arrhythmia', 'Abnormality of retinal pigmentation', 'Paroxysmal involuntary eye movements', 'Retrognathia', 'Abnormality of the nail', 'Chorioretinal dysplasia', 'Hydrocephalus', 'Hydrocephalus', 'Microcephaly', 'Microcephaly', 'Microcephaly', 'Redundant skin', 'Respiratory failure', 'Anteriorly placed anus', 'Failure to thrive', 'Failure to thrive', 'Failure to thrive', 'Colpocephaly', 'Intrauterine growth retardation', 'Intrauterine growth retardation', 'Growth delay', 'Abnormal fallopian tube morphology', 'Tricuspid regurgitation', 'Histiocytoid cardiomyopathy', 'Histiocytoid cardiomyopathy', 'Abnormal earlobe morphology', 'Hearing impairment', 'Hearing impairment', 'Cardiac arrest', 'High myopia', 'Abnormal cardiac septum morphology', 'Micrognathia', 'Dilated cardiomyopathy', 'Dilated cardiomyopathy', 'Ventricular fibrillation', 'Mitral regurgitation', 'Ventricular septal defect', 'Premature birth', 'Hypertrophic cardiomyopathy', 'Hypertrophic cardiomyopathy', 'Congestive heart failure', 'Atrial septal defect', 'Mitral valve prolapse', 'Corneal opacity', 'Abnormal eyelash morphology', 'Retinal dysplasia', 'Sensorineural hearing impairment', 'Tricuspid valve prolapse', 'Strabismus', 'Strabismus', 'Abnormal eyelid morphology', 'Wide nose', 'Wide nasal bridge', 'Cataract', 'Anophthalmia', 'Ptosis', 'Glaucoma', 'Cleft earlobe', 'Abnormality of the ear', 'Pigmentary retinopathy', 'Retinal dystrophy', 'Visual loss', 'Microphthalmia', 'Microphthalmia', 'Microphthalmia', 'Lacrimal duct atresia', 'Optic disc pallor', 'Myopia']",8,0,8
['Phosphoribosylformylglycineamide amidotransferase'],[],0,0,0
['PUM'],[],0,0,0
['Mitogen-activated protein kinase phosphatase 5'],[],0,0,0
['Gp130-like monocyte receptor'],[],0,0,0
['GLP2R'],[],0,0,0
['Laminin subunit beta-4'],[],0,0,0
['Alkaline ceramidase 2'],[],0,0,0
['60S ribosomal protein L22'],[],0,0,0
['Sensory neuron-specific G-protein coupled receptor 1/2'],[],0,0,0
['EMK-2'],[],0,0,0
['Trypsin-2'],[],0,0,0
['PTPRR'],[],0,0,0
['Phosphoethanolamine/phosphocholine phosphatase'],[],0,0,0
['Carbonate dehydratase XII'],[],0,0,0
['2.4.1.152'],[],0,0,0
['ALDH class 2'],[],0,0,0
['CDw32'],[],0,0,0
['Deoxyribonuclease II alpha'],[],0,0,0
['ENDOG'],[],0,0,0
['IHPK1'],[],0,0,0
['RXFP2'],[],0,0,0
['Taste receptor type 2 member 57'],[],0,0,0
['Myoferlin'],[],0,0,0
['2.7.11.17'],[],0,0,0
['CYPIVF2'],[],0,0,0
['Gamma-aminobutyric acid receptor subunit gamma-3'],[],0,0,0
['Synonyms=IL15RB'],[],0,0,0
['G1/S-specific cyclin-D1'],[],0,0,0
['SMAD family member 3'],[],0,0,0
['Kinesin-like protein KIF24'],[],0,0,0
['DHRS9'],[],0,0,0
['Substance-P receptor'],[],0,0,0
['UGT2B28'],[],0,0,0
['Sialic acid-binding Ig-like lectin 15'],[],0,0,0
['Solute carrier family 21 member 9'],[],0,0,0
['SH-PTP1'],[],0,0,0
['Lysine--tRNA ligase'],[],0,0,0
['Cell division control protein 2 homolog'],[],0,0,0
['Protein PTDSR'],[],0,0,0
['Mu opiate receptor'],[],0,0,0
['Alpha-1-acid glycoprotein 2'],[],0,0,0
['CDKN5'],[],0,0,0
['GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1'],[],0,0,0
['4F2 light chain'],[],0,0,0
['Double-strand break repair protein MRE11'],[],0,0,0
['Mu opioid receptor'],[],0,0,0
['TXK'],[],0,0,0
['40S ribosomal protein S18'],[],0,0,0
['CTE-Ia'],[],0,0,0
['Cholesterol esterase'],[],0,0,0
['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12'],[],0,0,0
['TR-interacting protein 5'],[],0,0,0
['Retinoid-inducible gene 1 protein'],[],0,0,0
['GPR39'],[],0,0,0
['MINOS2 '],[],0,0,0
"[""Complement C5 alpha' chain""]",[],0,0,0
['OTU domain-containing protein 3'],[],0,0,0
['p67eIF2'],[],0,0,0
['RPS3'],[],0,0,0
['PTP-E1'],[],0,0,0
['FOLH1'],[],0,0,0
['IL6R'],"['Autosomal recessive inheritance', 'Reduced circulating C-reactive protein concecntration', 'Cutaneous abscess', 'Recurrent upper respiratory tract infections', 'Inappropriate absence of fever', 'Infantile onset', 'Atopic dermatitis', 'Cellulitis', 'Decreased circulating IgG level', 'Increased circulating interleukin 6 concentration', 'Increased circulating IgE level', 'Recurrent skin infections', 'Decreased circulating total IgM', 'Recurrent otitis media', 'Decreased proportion of class-switched memory B cells']",0,0,0
['HSP 90'],[],0,0,0
['Protein-containing CXXC domain 2'],[],0,0,0
['PKC-gamma'],[],0,0,0
['Protein SmcY'],[],0,0,0
['ACR1'],[],0,0,0
['GluR-6'],[],0,0,0
['Serine/threonine-protein kinase ICK'],[],0,0,0
['2.4.1.155'],[],0,0,0
['Hypoxia-inducible factor 2-alpha'],[],0,0,0
['ADCY7'],[],0,0,0
['Synonyms=CYP7'],[],0,0,0
['IL-23p19'],[],0,0,0
['VLCS-H2'],[],0,0,0
['Mitotic checkpoint serine/threonine-protein kinase BUB1 beta'],[],0,0,0
['Mitochondrial ABC transporter 3'],[],0,0,0
['Solute carrier family 7 member 8'],[],0,0,0
['Renal-specific transporter'],[],0,0,0
['LIMK-1'],[],0,0,0
['GOT1'],[],0,0,0
['p21-activated kinase 3'],[],0,0,0
['Myelin transcription factor 1'],[],0,0,0
['Vascular permeability factor receptor'],[],0,0,0
['MYO3A'],"['Autosomal recessive inheritance', 'Progressive sensorineural hearing impairment', 'Progressive hearing impairment']",0,0,0
['Corticosteroid 11-beta-dehydrogenase isozyme 2'],[],0,0,0
['Brefeldin A-inhibited guanine nucleotide-exchange protein 2'],[],0,0,0
['EPM2A'],"['Atypical absence seizure', 'Mental deterioration', 'Confusion', 'Gait disturbance', 'Gait disturbance', 'Seizure', 'Ataxia', 'Dysarthria', 'Spasticity', 'Focal-onset seizure', 'Bilateral tonic-clonic seizure with focal onset', 'Bilateral tonic-clonic seizure with focal onset', 'Inability to walk', 'Hypsarrhythmia', 'Hepatic failure', 'Hepatic failure', 'Erratic myoclonus', 'Severe photosensitivity', 'Autosomal recessive inheritance', 'Myoclonus', 'Myoclonus', 'Giant somatosensory evoked potentials', 'Bilateral tonic-clonic seizure', 'Bilateral tonic-clonic seizure', 'Nasogastric tube feeding', 'Generalized myoclonic seizure', 'Generalized myoclonic seizure', 'Generalized non-motor (absence) seizure', 'Generalized non-motor (absence) seizure', 'Status epilepticus', 'Recurrent aspiration pneumonia', 'Apraxia', 'Focal impaired awareness seizure', 'Visual hallucination', 'Visual hallucination', 'Sleep abnormality', 'Progressive neurologic deterioration', 'Rapidly progressive', 'Headache', 'Atonic seizure', 'Depression', 'Emotional lability', 'Dementia', 'Dementia', 'Psychosis', 'Lafora bodies', 'Lafora bodies', 'Cutaneous photosensitivity', 'Vegetative state', 'Focal sensory seizure with visual features', 'Focal sensory seizure with visual features', 'Brain atrophy', 'Visual loss']",34,0,34
['Probable ATP-dependent RNA helicase DDX5'],[],0,0,0
['Heme oxygenase 2 soluble form'],[],0,0,0
['MTP'],[],0,0,0
['PDEG'],[],0,0,0
['1.14.18.1'],[],0,0,0
['80 kDa diacylglycerol kinase'],[],0,0,0
['MCM5'],"['Microtia', 'Bilateral cryptorchidism', 'Autosomal recessive inheritance', 'Narrow mouth', 'Infantile onset', 'Decreased body weight', 'Intrauterine growth retardation', 'Low-set ears', 'Micrognathia', 'Thick vermilion border', 'Nephroptosis', 'Unilateral renal hypoplasia']",0,0,0
['TRIP1'],[],0,0,0
['Lectin-like oxLDL receptor 1'],[],0,0,0
['SLC20A1'],[],0,0,0
['H4/G'],[],0,0,0
['Transcription factor Sp1'],[],0,0,0
['cAMP-dependent protein kinase type II-beta regulatory subunit'],[],0,0,0
['MTBT1'],[],0,0,0
['2.6.1.1'],[],0,0,0
['FUSE-binding protein 1'],[],0,0,0
['Growth factor receptor-bound protein 2'],[],0,0,0
['Tyrosine-protein kinase Lyn'],[],0,0,0
['ENT2'],[],0,0,0
['3.1.3.91'],[],0,0,0
['CD137'],[],0,0,0
['Really interesting new gene 12 protein'],[],0,0,0
['Carnitine palmitoyltransferase 1A'],[],0,0,0
['RIG-E'],[],0,0,0
['Synonyms=KIAA1104'],[],0,0,0
['TUBA3E'],[],0,0,0
['TACR1'],[],0,0,0
['Nuclear factor NF-kappa-B p100 subunit'],[],0,0,0
['RPL22'],[],0,0,0
['Kinase suppressor of Ras 2'],[],0,0,0
['Cytochrome P450-C21'],[],0,0,0
"['Inositol 1,4,5-trisphosphate receptor type 2']",[],0,0,0
['PBK1'],[],0,0,0
['PKCA'],[],0,0,0
['ADAL1'],[],0,0,0
['CTRB2'],[],0,0,0
['Sal-like protein 4'],[],0,0,0
['SARA1'],[],0,0,0
"['Ornithine aminotransferase, hepatic form']",[],0,0,0
['Vanilloid receptor 1'],[],0,0,0
['Beta-1 adrenoceptor'],[],0,0,0
['Plasma retinol-binding protein(1-176)'],[],0,0,0
['CD_antigen=CD248'],[],0,0,0
['UBCE7'],[],0,0,0
['H4FA'],[],0,0,0
['GRIA3'],"['Distal muscle weakness', 'Distal muscle weakness', 'Uplifted earlobe', 'Intellectual disability, severe', 'Intellectual disability, severe', 'Hypertonia', 'Motor delay', 'Intellectual disability, mild', 'Seizure', 'Seizure', 'Intellectual disability', 'Hyporeflexia', 'Hyporeflexia', 'Global developmental delay', 'Spasticity', 'Micropenis', 'Joint hypermobility', 'Hyperreflexia', 'Cryptorchidism', 'Specific learning disability', 'Myoclonus', 'Myoclonus', 'Cerebellar vermis hypoplasia', 'Scoliosis', 'Narrow palate', 'Short upper lip', 'Open mouth', 'Eversion of lateral third of lower eyelids', 'Axial hypotonia', 'Hydronephrosis', 'X-linked recessive inheritance', 'Recurrent infections', 'Bilateral tonic-clonic seizure', 'Hypoplasia of the corpus callosum', 'Babinski sign', 'Ventriculomegaly', 'Status epilepticus', 'Infantile onset', 'Self-injurious behavior', 'Pain insensitivity', 'Limb tremor', 'Sleep abnormality', 'Intellectual disability, moderate', 'Severe expressive language delay', 'Macrodontia of permanent maxillary central incisor', 'Short stature', 'Short stature', 'Sleep-wake cycle disturbance', 'Retrocerebellar cyst', 'Frontal cortical atrophy', 'Delayed speech and language development', 'Self-mutilation', 'Aggressive behavior', 'Aggressive behavior', 'Autism', 'Autistic behavior', 'Autistic behavior', 'Atypical behavior', 'Reduced eye contact', 'Facial hypotonia', 'Macrocephaly', 'Macrocephaly', 'Malar flattening', 'Genu recurvatum', 'Kyphosis', 'Brachycephaly', 'Brachycephaly', 'Slender build', 'Slender build', 'Prominent supraorbital ridges', 'Prominent supraorbital ridges', 'Short philtrum', 'Mandibular prognathia', 'Interictal epileptiform activity', 'Focal tonic seizure', 'Macrotia', 'Thick vermilion border', 'Deeply set eye', 'Deeply set eye', 'Abnormality of muscle size', 'Pes planus', 'Ptosis']",32,0,32
