,SID,Source Name,Registry Identifier,CID
427,53787167,Comparative Toxicogenomics Database (CTD),C070322,3035370
428,53787168,Comparative Toxicogenomics Database (CTD),C006680,5281605
429,53787169,Comparative Toxicogenomics Database (CTD),D005632,2723872
430,53787170,Comparative Toxicogenomics Database (CTD),C511403,11464980
431,53787171,Comparative Toxicogenomics Database (CTD),C011978,16682804
432,53787172,Comparative Toxicogenomics Database (CTD),C102351,
433,53787173,Comparative Toxicogenomics Database (CTD),C018527,6950
434,53787174,Comparative Toxicogenomics Database (CTD),C497103,6918714
435,53787175,Comparative Toxicogenomics Database (CTD),C065166,5485193
436,53787176,Comparative Toxicogenomics Database (CTD),C064545,119342
437,53787177,Comparative Toxicogenomics Database (CTD),C028322,1922
438,53787178,Comparative Toxicogenomics Database (CTD),C442817,
439,53787179,Comparative Toxicogenomics Database (CTD),D003891,2995
440,53787180,Comparative Toxicogenomics Database (CTD),C010567,55710
441,53787181,Comparative Toxicogenomics Database (CTD),C119994,6160690
442,53787182,Comparative Toxicogenomics Database (CTD),D003010,4380
443,53787183,Comparative Toxicogenomics Database (CTD),C005632,161777
444,53787184,Comparative Toxicogenomics Database (CTD),C051460,73669
445,53787185,Comparative Toxicogenomics Database (CTD),C057726,3870203
446,53787186,Comparative Toxicogenomics Database (CTD),C017963,27492
447,53787187,Comparative Toxicogenomics Database (CTD),C004656,33
448,53787188,Comparative Toxicogenomics Database (CTD),C004605,2482
449,53787189,Comparative Toxicogenomics Database (CTD),D020122,6410
450,53787190,Comparative Toxicogenomics Database (CTD),D010728,1005
451,53787191,Comparative Toxicogenomics Database (CTD),C018003,18301
452,53787192,Comparative Toxicogenomics Database (CTD),C023623,115196
453,53787193,Comparative Toxicogenomics Database (CTD),D005033,4362
454,53787194,Comparative Toxicogenomics Database (CTD),C439677,
455,53787195,Comparative Toxicogenomics Database (CTD),C082398,6438859
456,53787196,Comparative Toxicogenomics Database (CTD),C108606,150311
457,53787197,Comparative Toxicogenomics Database (CTD),D017382,
458,53787198,Comparative Toxicogenomics Database (CTD),C059715,104978
459,53787199,Comparative Toxicogenomics Database (CTD),C047047,54746
460,53787200,Comparative Toxicogenomics Database (CTD),C082735,10422
461,53787201,Comparative Toxicogenomics Database (CTD),C029383,8174
462,53787202,Comparative Toxicogenomics Database (CTD),D016604,186907
463,53787203,Comparative Toxicogenomics Database (CTD),D010836,5280435
464,53787204,Comparative Toxicogenomics Database (CTD),C522158,135659039
465,53787205,Comparative Toxicogenomics Database (CTD),D010658,14090
466,53787206,Comparative Toxicogenomics Database (CTD),C052785,5042
467,53787207,Comparative Toxicogenomics Database (CTD),C058787,
468,53787208,Comparative Toxicogenomics Database (CTD),C436083,
469,53787209,Comparative Toxicogenomics Database (CTD),D004008,3033
470,53787210,Comparative Toxicogenomics Database (CTD),C033394,2687
471,53787211,Comparative Toxicogenomics Database (CTD),D010126,24823
472,53787212,Comparative Toxicogenomics Database (CTD),C080815,56842041
473,53787213,Comparative Toxicogenomics Database (CTD),C112040,11007064
474,53787214,Comparative Toxicogenomics Database (CTD),C496215,9795056
475,53787215,Comparative Toxicogenomics Database (CTD),C029222,7434
476,53787216,Comparative Toxicogenomics Database (CTD),D003000,2803
477,53787217,Comparative Toxicogenomics Database (CTD),D016593,5405
478,53787218,Comparative Toxicogenomics Database (CTD),D010590,441542
479,53787219,Comparative Toxicogenomics Database (CTD),C062137,6449854
480,53787220,Comparative Toxicogenomics Database (CTD),C040918,5281222
481,53787221,Comparative Toxicogenomics Database (CTD),D010702,4790
482,53787222,Comparative Toxicogenomics Database (CTD),C425686,91716
483,53787223,Comparative Toxicogenomics Database (CTD),C070272,5281884
484,53787224,Comparative Toxicogenomics Database (CTD),C403754,10032582
485,53787225,Comparative Toxicogenomics Database (CTD),C006947,10206
486,53787226,Comparative Toxicogenomics Database (CTD),C070021,12898
487,53787227,Comparative Toxicogenomics Database (CTD),C006703,9153
488,53787228,Comparative Toxicogenomics Database (CTD),D017975,
489,53787229,Comparative Toxicogenomics Database (CTD),D005978,124886
490,53787230,Comparative Toxicogenomics Database (CTD),D005913,3478
491,53787231,Comparative Toxicogenomics Database (CTD),D005690,6036
492,53787232,Comparative Toxicogenomics Database (CTD),D005279,3342
493,53787233,Comparative Toxicogenomics Database (CTD),D005015,3293
494,53787234,Comparative Toxicogenomics Database (CTD),C047368,5281654
495,53787235,Comparative Toxicogenomics Database (CTD),D017373,9880
496,53787236,Comparative Toxicogenomics Database (CTD),C006862,7393
497,53787237,Comparative Toxicogenomics Database (CTD),D005742,
498,53787238,Comparative Toxicogenomics Database (CTD),C011724,107722
499,53787239,Comparative Toxicogenomics Database (CTD),C070766,277
500,53787240,Comparative Toxicogenomics Database (CTD),C101670,9823846
501,53787241,Comparative Toxicogenomics Database (CTD),C029658,1032
502,53787242,Comparative Toxicogenomics Database (CTD),C108255,35805
503,53787243,Comparative Toxicogenomics Database (CTD),C029358,122259
504,53787244,Comparative Toxicogenomics Database (CTD),C093872,96338
505,53787245,Comparative Toxicogenomics Database (CTD),D010693,4788
506,53787246,Comparative Toxicogenomics Database (CTD),C050510,24570
507,53787247,Comparative Toxicogenomics Database (CTD),D004640,10219
508,53787248,Comparative Toxicogenomics Database (CTD),C454300,9874560
509,53787249,Comparative Toxicogenomics Database (CTD),C039289,2734
510,53787250,Comparative Toxicogenomics Database (CTD),C027260,11296583
511,53787251,Comparative Toxicogenomics Database (CTD),C076196,164090
512,53787252,Comparative Toxicogenomics Database (CTD),C021170,8175
513,53787253,Comparative Toxicogenomics Database (CTD),D003894,5311065
514,53787254,Comparative Toxicogenomics Database (CTD),C471843,456214
515,53787255,Comparative Toxicogenomics Database (CTD),C516077,69100
516,53787256,Comparative Toxicogenomics Database (CTD),D020123,21944094
517,53787257,Comparative Toxicogenomics Database (CTD),C052954,3016734
518,53787258,Comparative Toxicogenomics Database (CTD),D020913,107807
519,53787259,Comparative Toxicogenomics Database (CTD),C106014,12004512
520,53787260,Comparative Toxicogenomics Database (CTD),D009966,4601
521,53787261,Comparative Toxicogenomics Database (CTD),C005948,5281224
522,53787262,Comparative Toxicogenomics Database (CTD),D011112,5702105
523,53787263,Comparative Toxicogenomics Database (CTD),C082032,5282347
524,53787264,Comparative Toxicogenomics Database (CTD),C023677,91676
525,53787265,Comparative Toxicogenomics Database (CTD),D005963,10169092
526,53787266,Comparative Toxicogenomics Database (CTD),D005419,5280805
527,53787267,Comparative Toxicogenomics Database (CTD),C432165,8515
528,53787268,Comparative Toxicogenomics Database (CTD),C011363,7489
529,53787269,Comparative Toxicogenomics Database (CTD),C059141,5281888
530,53787270,Comparative Toxicogenomics Database (CTD),C523393,16215105
531,53787271,Comparative Toxicogenomics Database (CTD),D016670,6604561
532,53787272,Comparative Toxicogenomics Database (CTD),C414690,443872
533,53787273,Comparative Toxicogenomics Database (CTD),C029350,7005
534,53787274,Comparative Toxicogenomics Database (CTD),D004024,10868
535,53787275,Comparative Toxicogenomics Database (CTD),C081489,60846
536,53787276,Comparative Toxicogenomics Database (CTD),C057590,
537,53787277,Comparative Toxicogenomics Database (CTD),C408982,
538,53787278,Comparative Toxicogenomics Database (CTD),D010165,23938
539,53787279,Comparative Toxicogenomics Database (CTD),C017576,6540478
540,53787280,Comparative Toxicogenomics Database (CTD),C003297,9677
541,53787281,Comparative Toxicogenomics Database (CTD),C472511,185792
542,53787282,Comparative Toxicogenomics Database (CTD),D004318,54671203
543,53787283,Comparative Toxicogenomics Database (CTD),C100082,15415
544,53787284,Comparative Toxicogenomics Database (CTD),C100076,517957
545,53787285,Comparative Toxicogenomics Database (CTD),C015959,637796
546,53787286,Comparative Toxicogenomics Database (CTD),C033729,
547,53787287,Comparative Toxicogenomics Database (CTD),C004651,71113
548,53787288,Comparative Toxicogenomics Database (CTD),C029907,36982
549,53787289,Comparative Toxicogenomics Database (CTD),C033998,77014447
550,53787290,Comparative Toxicogenomics Database (CTD),C010953,
551,53787291,Comparative Toxicogenomics Database (CTD),D017997,5280493
552,53787292,Comparative Toxicogenomics Database (CTD),D005990,753
553,53787293,Comparative Toxicogenomics Database (CTD),D005960,64689
554,53787294,Comparative Toxicogenomics Database (CTD),D005485,3397
555,53787295,Comparative Toxicogenomics Database (CTD),D005290,
556,53787296,Comparative Toxicogenomics Database (CTD),C108830,448042
557,53787297,Comparative Toxicogenomics Database (CTD),D005411,136917
558,53787298,Comparative Toxicogenomics Database (CTD),C511292,
559,53787299,Comparative Toxicogenomics Database (CTD),C439425,
560,53787300,Comparative Toxicogenomics Database (CTD),C023785,49971
561,53787301,Comparative Toxicogenomics Database (CTD),D017135,40973
562,53787302,Comparative Toxicogenomics Database (CTD),C059041,5311365
563,53787303,Comparative Toxicogenomics Database (CTD),D004917,12560
564,53787304,Comparative Toxicogenomics Database (CTD),C479580,122738
565,53787305,Comparative Toxicogenomics Database (CTD),D010042,439501
566,53787306,Comparative Toxicogenomics Database (CTD),C029620,754
567,53787307,Comparative Toxicogenomics Database (CTD),C473783,761523
568,53787308,Comparative Toxicogenomics Database (CTD),C063287,64718
569,53787309,Comparative Toxicogenomics Database (CTD),C075748,148408
570,53787310,Comparative Toxicogenomics Database (CTD),C034171,8561
571,53787311,Comparative Toxicogenomics Database (CTD),D020105,4197
572,53787312,Comparative Toxicogenomics Database (CTD),C485706,22814761
573,53787313,Comparative Toxicogenomics Database (CTD),D004316,667477
574,53787314,Comparative Toxicogenomics Database (CTD),C080828,5353355
575,53787315,Comparative Toxicogenomics Database (CTD),C100075,251636
576,53787316,Comparative Toxicogenomics Database (CTD),C119319,186002
577,53787317,Comparative Toxicogenomics Database (CTD),C484876,185617
578,53787318,Comparative Toxicogenomics Database (CTD),C017299,35703
579,53787319,Comparative Toxicogenomics Database (CTD),C028617,36400
580,53787320,Comparative Toxicogenomics Database (CTD),C483858,
581,53787321,Comparative Toxicogenomics Database (CTD),C106266,656629
582,53787322,Comparative Toxicogenomics Database (CTD),C045950,43234
583,53787323,Comparative Toxicogenomics Database (CTD),C094023,4302963
584,53787324,Comparative Toxicogenomics Database (CTD),C006963,124134
585,53787325,Comparative Toxicogenomics Database (CTD),C094503,5282280
586,53787326,Comparative Toxicogenomics Database (CTD),C415250,214348
587,53787327,Comparative Toxicogenomics Database (CTD),C070055,35823
588,53787328,Comparative Toxicogenomics Database (CTD),C420268,156414
589,53787329,Comparative Toxicogenomics Database (CTD),D017261,
590,53787330,Comparative Toxicogenomics Database (CTD),C059205,60648
591,53787331,Comparative Toxicogenomics Database (CTD),D017239,36314
592,53787332,Comparative Toxicogenomics Database (CTD),D005679,86583360
593,53787333,Comparative Toxicogenomics Database (CTD),C047948,119104
594,53787334,Comparative Toxicogenomics Database (CTD),C018258,23190
595,53787335,Comparative Toxicogenomics Database (CTD),C415032,72435
596,53787336,Comparative Toxicogenomics Database (CTD),C047087,1809
597,53787337,Comparative Toxicogenomics Database (CTD),C076580,119220
598,53787338,Comparative Toxicogenomics Database (CTD),C022842,19654
599,53787339,Comparative Toxicogenomics Database (CTD),C005399,6763
600,53787340,Comparative Toxicogenomics Database (CTD),D004656,5388962
601,53787341,Comparative Toxicogenomics Database (CTD),D010847,7975
602,53787342,Comparative Toxicogenomics Database (CTD),D010664,4784
603,53787343,Comparative Toxicogenomics Database (CTD),C101954,5702613
604,53787344,Comparative Toxicogenomics Database (CTD),C402108,1340
605,53787345,Comparative Toxicogenomics Database (CTD),D003008,17756794
606,53787346,Comparative Toxicogenomics Database (CTD),D016191,3036864
607,53787347,Comparative Toxicogenomics Database (CTD),C485705,10087021
608,53787348,Comparative Toxicogenomics Database (CTD),C087220,123905
609,53787349,Comparative Toxicogenomics Database (CTD),C093323,5469318
610,53787350,Comparative Toxicogenomics Database (CTD),C400082,387447
611,53787351,Comparative Toxicogenomics Database (CTD),C033158,1118
612,53787352,Comparative Toxicogenomics Database (CTD),C113044,9893800
613,53787353,Comparative Toxicogenomics Database (CTD),C029217,638877
614,53787354,Comparative Toxicogenomics Database (CTD),C100422,9140
615,53787355,Comparative Toxicogenomics Database (CTD),D015365,3229
616,53787356,Comparative Toxicogenomics Database (CTD),C005951,12572
617,53787357,Comparative Toxicogenomics Database (CTD),C402729,5281954
618,53787358,Comparative Toxicogenomics Database (CTD),C070279,3035200
619,53787359,Comparative Toxicogenomics Database (CTD),C047637,68783
620,53787360,Comparative Toxicogenomics Database (CTD),C006453,121922
621,53787361,Comparative Toxicogenomics Database (CTD),C023482,8225
622,53787362,Comparative Toxicogenomics Database (CTD),D017291,84029
623,53787363,Comparative Toxicogenomics Database (CTD),D017665,157350
624,53787364,Comparative Toxicogenomics Database (CTD),D017984,772
625,53787365,Comparative Toxicogenomics Database (CTD),D017964,55283
626,53787366,Comparative Toxicogenomics Database (CTD),C023621,7807
627,53787367,Comparative Toxicogenomics Database (CTD),D005473,3386
628,53787368,Comparative Toxicogenomics Database (CTD),C053003,2723735
629,53787369,Comparative Toxicogenomics Database (CTD),C011539,121893
630,53787370,Comparative Toxicogenomics Database (CTD),C018222,2273
631,53787371,Comparative Toxicogenomics Database (CTD),C082089,5282348
632,53787372,Comparative Toxicogenomics Database (CTD),C403304,5470187
633,53787373,Comparative Toxicogenomics Database (CTD),D004047,3051
634,53787374,Comparative Toxicogenomics Database (CTD),D004006,3039
635,53787375,Comparative Toxicogenomics Database (CTD),C010831,71733
636,53787376,Comparative Toxicogenomics Database (CTD),D004837,5816
637,53787377,Comparative Toxicogenomics Database (CTD),D010831,26840
638,53787378,Comparative Toxicogenomics Database (CTD),C118050,91644
639,53787379,Comparative Toxicogenomics Database (CTD),D004390,2730
640,53787380,Comparative Toxicogenomics Database (CTD),C063449,60490
641,53787381,Comparative Toxicogenomics Database (CTD),C034364,5282440
642,53787382,Comparative Toxicogenomics Database (CTD),C010160,
