name,count
animal number,32
virus accession number,32
disrupted gene id,32
KIT mutation,32
age fraction,31
maternal health status,31
gestational stage,31
cell line name,31
Cell line,31
treatment before challenge,31
study sample number,31
antibody status,31
age at time of collection,31
lymphoma subtype,31
single or double infection,31
paired patient,31
note_other,30
Medication at blood sampling,30
knock-in line,30
post-operative day,30
sampling point,30
brain section,30
test,30
cell culture condition,30
phenotypes,30
chemical treatment,30
parental-strain,30
promoter,30
primary_recurrence,30
no treatment,30
knockout status,30
treatment_effect,30
growth time,30
library barcode,30
cell-type,30
differentiation state,30
derived cell line,30
preparation method,30
single or double infected,30
viral concentration,30
induction time,30
virus added,30
neural tube defect,30
source cell line,30
age at skin biopsy,30
line name in manuscript,30
sample beneath,30
tumor tissue source,30
cell passage,30
pretreatment time,30
schedule,30
Time after induction,30
tumor organ site,30
cell line/type,30
mitotic activity,29
derived from metastatic site,29
cell cycle stage,29
microorganism_source_of_infection,29
microorganism_blood,29
kit expression,29
Pathogen,29
sofa_admission,29
affected status,29
lactate,29
infection route,29
clinical_subgroup,29
age at examination,29
tumor cell line,29
lymphocytes,29
los,29
strain origin,29
creatinine,29
geographical origin,29
treatment concentration,29
skin phenotype,28
plate code,28
growth temperature,28
study protocol,28
biopsy collection date,28
spike-in organism,28
bone marrow mononuclear cells sorted from,28
number of individuals per sample,28
stress condition,28
genetic modifications,28
experimental factor,28
sum.risk.factors,28
psoriasis area-and-severity index,28
dev_stage at treatment initiation,28
pulmonary.disease,28
time infected,28
cancer.past,28
tobacco,28
culture status,28
active cancer,28
cardiovascular.disease,28
Ethnic group,28
donor status,28
specific primer,27
hospitalization,27
series,27
culture results,27
run,27
follicular lymphoma grade,27
interval_death_symptoms_onset_days,27
intubation_days,27
sort fraction,27
pulmonary compartment,27
sampling location,27
participant condition,27
additional cell lineages present in dataset,27
cell type source,27
lung radiation dose,27
cell stage,27
psoriasis subtype,27
tissues,27
cell samples,26
oncologic diagnosis,26
clone phenotype,26
time point days,26
sample.type,26
variant,26
prior systemic therapy,26
Scaling,26
gender source,26
time designation after sclerosis,26
current systemic therapy,26
harvesting,26
clinical,26
skin score,26
previous severity,26
Body surface area,26
Age of patient,26
Duration of psoriasis,26
time since sclerosis,26
time since transplant,26
Overall erythema,26
Passage,26
culture stage,26
donor group,26
degree of infiltrate,26
primary cell line,26
Induration,26
twin status,25
pathological type,25
strain/isolate,25
death_time,25
body part,25
ectopic expression,25
collection_date,25
tissue subgroup,24
cell line/tissue,24
cell line/tissue source,24
pathogen strain,24
time post treatment,24
clone type,24
hours post-infection,24
days post treatment,24
channel type,24
anatomical site,24
monocyte,24
fip status,24
implantation,24
organoid status,24
biological replicates,24
mouse exhibiting symptoms on the day of sample collection,24
array id,24
sorted cell type,24
lymphocyte,24
resection_type,24
sex steroid priming,24
morphologic form,24
sampling time point,24
day of collection/passage,24
vasopressor,24
environmental condition,24
mortality,24
molecular condition,24
spinal cord region,24
tumor identifier,24
harvest time post treatment,24
treatment condition/type,24
Construct,24
pharmacologic treatment type,24
cell or tissue type,24
interaction status,24
disease course,24
disease onset,24
Mouse strain,24
time post_injury,24
pair status,24
mouse dietary condition,24
extract,24
starting cell,24
percent_aligned,24
differentiation_age,24
exogenous gene expressed,24
embryonic day,24
blood island injection,24
tumor_size,24
time post-infection,24
cell preparation,24
library outgrowth conditions,24
os_days,24
os_group_median,24
technical_replicate_number,24
biological_replicate_number,24
gametocyte status,24
date_death,24
medical history,23
sepsis stage,23
cell dissociation,23
donor line,23
os months,23
sex predicted,23
peripheral blood,23
maternal disease status,23
drug administration,23
molecule source,23
tumor sample,23
histological subtype,23
flowcell id,22
modification,22
disease condition,22
treatment effect,22
organism,22
sample status,22
fever day,22
Sample Group,22
decode_name,22
duration of treatment,22
replicate type,22
strand,22
other treatment,22
race_ethnicity,22
generation,22
oxygen level,22
metastatic status,22
associated primary tumor no,22
injected with,22
cells/condition,22
tumor_site,22
generation/colony,21
electrophysiology,21
hippocampal slice id,21
Karyotype,21
growth medium/treatment,21
chemical probe,21
antibody vendor name,21
somatic mutation,21
respiratory score,21
antibody target description,21
patient line,20
gastrointestinal involvement,20
sorting,20
Chief Disease,20
Order Code,20
Sample Type,20
status sample,20
infection_state,20
samples,20
Treatment,20
virus subtype,20
Death Cause,20
fed with,20
Cause of Death,20
chip processing date,20
injection age,20
Inflammation,20
type of death,20
animal id number,20
ocular involvement,20
vascular involvement,20
StudyID,20
genital ulcer,20
arthritis,20
donor strain,20
Sample,20
enrichment,20
vaccination state,20
At Risk,20
oral ulcer,20
Parity,20
InfantSex,20
MaternalAge,20
glioma model,20
cell transduction,20
cell marker,20
lot number,20
molecular subtype/phenotypic state,20
human tissue source,20
Shear exposure,20
calcium level,20
erythema nodule,20
isolation stage,19
timepoint_progressors,19
treatment_type,19
desiccation,19
fus aggregation state,19
tumor model,19
sort purification strategy,19
time point post infection,19
library kit,19
time of treatment,19
genetic engineering,19
age at onset,19
tumor origin,19
carcinoid syndrome,19
duration of untreated disease in month,19
disease outcome,19
cold ischemia time,19
donation time,19
strains,19
drug response,19
digestion protocol,18
cellular_component,18
reason for liver resection,18
drug resistance,18
collection buffer,18
vital_status,18
patient tumor related pain status,18
hospital admission,18
time post-exposure,18
tissue location,18
age_category,18
collection point,18
compound concentration,18
translocations,18
construct expression,18
"donor age, sex",18
protein expression,18
mechanical condition,18
injury model,18
infection host,18
overall survival,18
radiology,18
febrile seizure,18
culture format,18
experimental variable,18
donor race,18
menstrual phase,18
sort-gate,18
expression construct,18
culture batch,18
age of disease onset percentile,18
age of disease onset,18
experiment grouping,18
cell type origin,17
Wash Condition,17
age in months,17
Hybridization Time,17
Labeling Condition,17
sort gate,17
protein,17
day of development,17
mouse individual id,17
clip antibody,17
stitched reads,17
subject status/id,17
raw reads,17
aligned reads,17
level,17
viral,17
composite,17
parasite/gametocyte stage,17
art treatment,17
cold ischemia_time,16
cell status,16
ar or asthma,16
performance,16
time of_treatment,16
mouse group,16
autism diagnostic,16
treatment/infection,16
alk mutation status,16
dementia status,16
incubation time,16
patient_status,16
age tier,16
has_drug,16
mouse id tag,16
fasting,16
location of tumors,16
osteogenic potential,16
vascular support,16
data analysis id,16
has_pressure,16
viral titre,16
developmental age,16
mode of growth,16
aortic valve,16
pool,16
parent_strain,16
gene_knockout,16
source/differentiation,16
brain tumor region,16
common name,16
sorting fraction,16
adipogenic potential,16
lung section/portion,16
genotype of original donor,16
seizure group,16
serum,16
treatment agent,16
day of protocol,16
compound treatment,16
strain/model,16
cytogenetic,16
Patient Number,16
initial tumor volume,16
family code,16
labeling protocol,16
oxygen,16
sorted fraction,16
cell line_name,15
detachment,15
cell_origin,15
surface markers,15
weekly dosing,15
primers,15
phase description,15
pulmonary cavitation,15
es line,15
malignancy class,15
sample subgroup,15
tissue class,15
tumor class,15
specific-host,15
manuscript library id,15
gel bead version,15
polarization state,15
precursor,15
disease classification,15
differentiation time point,15
animal no,15
sample_label,15
incidence,15
risk grade,15
library preparation protocol,15
stim,15
experiment name,15
lab code,15
age of  culture,15
glioma grade,15
gender composition,15
length of culture,15
virus dose,15
rip,15
vaccination_status,14
ubi,14
cell origin,14
alternative name,14
experimental run,14
pretreatment,14
genotype abbreviation,14
immune infiltration,14
sorting profile,14
measure,14
patients,14
vaccination status,14
disease in non-fip,14
genotype/varation,14
age at blood draw,14
original cell line,14
brain tumor,14
Lab ID,14
subset group,14
case or control,14
antigenic stimulation,14
location/side,14
hind-limb paralysis,14
Weight,13
risk group,13
block storage,13
pooling,13
receptor expression,13
time to relapse,13
harvest time point,13
placental sex,13
Tumor Stage,13
material type,13
cag repeat,13
serology,13
functional connectivity,13
cell lining,13
sorted population,13
paradigm,13
transplant,13
onset age,13
clone background/id,12
agent concentration,12
treatment of mice,12
treatment_dose,12
antibody vendor,12
treatment condition,12
unique sample identifier,12
growth phase of cells,12
autophagy induction,12
clone name,12
Tumor tissue,12
brain tissue,12
rift valley fever virus,12
div,12
time after virus injection,12
days,12
cell type background,12
disease grade,12
oxygen tension,12
Sample group,12
sorting probe,12
product,12
angiography,12
engraftment,12
interstitial pneumonia,12
age at biopsy,12
strain id,12
radiation response,12
cell line type,12
oxygenation,12
time post-immunization,12
efflux status,12
expressing,12
isolation of tumor cells,12
time point in the model of dormancy,12
host age,12
"age, yrs",12
density gradient region,12
primary cell type,12
immunization route,12
Drug,12
tumor inoculation,12
group id,12
mouse status,12
genetic_modification,12
analysis group,12
developmental stage/tumor stage,12
source muscle,12
seizures/month,12
cell line origin,12
type of insertion,12
operator,12
insertion site distance to gene,12
tumor cell type,12
clinical manifestation,12
chemical,12
sample identifier,12
chemical modification,12
replica,12
fold enrichment,12
pluripotent,12
original tumor,12
chronological age,12
incubation period,12
molarity of infection,12
maturation to macrophage,12
melanoma cell type,12
biological source,12
scale,12
MASTECTOMY,12
duration of disease,12
fetal lung tissue donor,12
total/partial resection,12
model type,12
technical replicates,12
surgical indication,12
internal patient id,12
internal sample id,12
long description,12
surgical approach,12
melanoma,12
donor fibroblasts,12
knockdown target,12
days under treatment,12
inoculation dose,12
submission date,12
sediment,12
mouse stain,12
dietary regiment,12
histological findings of renal specimen,12
renal biopsy,12
chronic medication,12
acute medication,12
day of organoid differentiation,12
polarization treatment,12
treatment type,12
company,12
drinking,12
major reason_for_surgery,12
name of tissue,12
duration of cultivation,12
cell line passage,12
final age at death,12
blood pressure,12
death day,12
type of cultivation plate,12
replicate experiment,12
hydrogen peroxide treatment,11
urine protein,11
chip antibody manufacturer,11
plating,11
antibody used,11
embryos pooled,11
donor id/status,11
antigen capture,11
area/tissue,11
primary/ recurrent,11
metastatic/primary,11
species,11
array barcode,11
organoid generation,11
salt.score,11
recurrent/primary,11
graft recipient strain,10
bacteria,10
malaria status,10
cell line for infection,10
library backbone,10
library label_name,10
metabolic activity,10
Developmental stage,10
graft donor strain,10
maternal state,10
original biopsy for this patient,10
animals pooled,10
gestational days,10
number of animals,10
isolated by,10
age at diagnosis in months,10
rescue,10
cell model id,10
injected cell line,10
driver gene,10
day post transplant,10
camp treatment/level,10
culture medium,10
initial preparation,10
transcription factor expression level,10
lung section,10
age at study start,10
before or after treatment,10
time of last follow up in months,10
source id,10
tissue donor,10
genotype/disease state,10
anatomic site,10
day after intubation,10
intensive care,10
viral inactivation,10
cutting enzymes,10
chip antibody details,10
age at harvest,10
treatment/sample type,10
symptom duration,10
antigen reactivity,10
time of day,9
weight phenotype,9
antibody name,9
cell-subtype,9
parental cell type,9
number of cag repeats,9
age range,9
data presented in the manuscript,9
differentiation replicate,9
mutation frequency,9
derived culture,9
knockout group,9
subject identifier,9
resistance profile,9
growth factors in the culture medium,9
date of isolation,9
infection rate,9
exacerbation day,9
infection period,9
treatment timing,9
hit.status,9
process order,9
process day,9
genotype background,9
anatomical region,9
number of_samples,9
sorting criteria,9
oxygen condition,9
embryo phenotype,9
host mouse strain,9
antibody maker,9
conditioned medium,9
age/time point,9
subpopulation,9
etiology,9
ps status,8
overexpressing,8
microglia population,8
nitrogen source,8
environmental factor,8
peptide genotype,8
growth phase/media,8
myopathic motor_unit_potentials,8
secondary antibody,8
day after transplantation,8
vaccine dose,8
age of_diagnosis,8
selection pressure drugs,8
genotype/treatment,8
time since first diagnosis,8
age of_onset,8
neuroblastoma cell line,8
fus variant,8
life cycle stage,8
mutation details,8
time point of infection,8
treatment/group,8
primary antibody,8
conditioned media source,8
cartilage pellets,8
derived cell_type,8
portion of branchial arch,8
growing media conditions,8
sample region,8
culture/treatment,8
cell number per well,8
embryo stage,8
phase of growth,8
cognitive impairment,8
well diameter in um,8
transient expression,8
macrophages,8
anatomic segment,8
activation,8
molecule purification,8
sample code,8
clinical comments,8
exogenous treatment,8
Disease state,8
disease feature,8
original strain,8
allele,8
nes status,8
digestion enzyme,8
incubation temperature,8
animal treatment,7
cell type depletion,7
neural crest-derived,7
passage/days,7
"developmental stage, weeks",7
culture/clone_id,7
patient age at diagnosis,7
infectious strain,7
virus family,7
cell type implantation,7
time of_drug_treatment,7
chip antibody manufacturers,7
bilirubin,7
ast,7
Species,7
virus genus,7
incubation,7
encode accession,7
host tissue,7
alt,7
sample name synonym,7
variation,6
stain,6
Labeling_reference,6
sorted subset of cells,6
time after exposure,6
Extraction_reference,6
Extraction_amount,6
Sample_reference,6
genotype & treatment,6
cell subsets,6
testosterone treated,6
sorted cell,6
zinc status,6
genotype of founder fish,6
Subject_reference,6
zone,6
als status,6
site of_disease_onset,6
treatment time-point,6
strain recipient,6
source patient gender,6
strain donor,6
derived cell type,6
nodal status,6
Extraction_concentration,6
gene induction,6
Sex of recipient mice,6
organoid formation,6
collection timepoint,6
subject relationship,6
cell morphology,6
group_tag,6
stem cell clone,6
cell strain,6
overexpressed target,6
mice,6
mating pair,6
tissue storage,6
distant metastasis,6
ARN_quality,6
extraction batch,6
sample barcode,6
tobacco use,6
methylation-enrichment,6
fraction/population,6
mother from,6
sample population,6
Sex of donor mice,6
media supplement,6
developmental stage/age,6
disease name,6
tic class,6
expression level,6
molecule subtypes,6
life cycle,6
nitrogen,6
days from treatment,6
tubules with elongated spermatids,6
tubules with round spermatids,6
hairpin,6
round of selection,6
age of donor/age of host,6
time after stimulation,6
protocols,6
tubular shadows,6
exposed pollutants,6
Cell strain,6
mouse cell genotype/variation,6
cross,6
human cell genotype/variation,6
behavior,6
replicate number,6
chip antibody reference,6
Growth Medium,6
mean number of oocysts,6
sample replicate number,6
human tumor cell line,6
strain_recipient,6
parental/ne-like state,6
hippocampal sclerosis,6
number of half-sclerotomes,6
oocyst prevalence,6
cell phase,6
Bra,6
fluid,6
source gender,6
tumor position,6
body weight,6
antibody lot,6
age category,6
day post neural induction,6
sample state,6
stable knockdown,6
days_since_positive_test,6
sampling post confirm,6
antibody cat,6
tubules with spermatocytes,6
hybrid,5
depletion,5
spike protein used,5
sorted,5
cancer predisposition,5
pull-down,5
original tumor type,5
days in culture,5
post-symptom onset,5
id,5
biopsy position,5
cytogenetics,5
of passage,5
library_strategy,5
term accession number,5
in-line barcodes,5
tissue type type,5
invasive behavior,5
donor sex,5
term source ref,5
cell line_infection,5
marker,5
culture variation,5
phase growth,4
donor gender,4
number of_tracheas,4
oxygen status,4
experiment performed in,4
strategy,4
background mice,4
media additions,4
mice group,4
cell enrichment,4
Cells,4
donor disease state,4
culture supplement,4
infrequent clonal strain code,4
responder status,4
vector construct,4
growth_condition,4
blood,4
chip magnetic beads,4
host mouse_tissue,4
gating,4
source organ,4
days of final differentiation,4
plasmodium infection,4
number of_animals,4
acidity,4
mouse genotype,4
express,4
associate geo_sample,4
isolation column,4
antibody lot number,4
associated geo,4
stage of disease,4
patient-derived cell line,4
sample age,4
knock-in,4
passages after establishing stable clones,4
antibody antibody description,4
immunology,4
length of infection,4
data type description,4
culture time,4
antibody vendor id,4
control id,4
tissue zone,4
treatment/agent,4
mouse tissue,3
molecular diagnosis,3
bacterial cells,3
details,3
fibrosis,3
tissue extraction,3
reference lot,3
extraction_protocol_fragmentation,3
skin score at biopsy site,3
non-small cell lung cancer Derived from metastatic site,3
experimental conditions,3
developmental state,3
host cells,3
embryo characteristic,3
reference cat,3
treatment / timepoint,3
months post infection,3
bacteria strain,3
immortalization method,3
Organ,3
bacteria tissue,3
severity grade,3
infection time point,3
large cell lung cancer Derived from metastatic site,3
diffuse vs limited,3
days_post_infection,3
Morphology,3
histopathological diagnostic,3
reactivity,3
cell subpopulation/marker,3
donor diagnosis,3
cell characterization,3
allergy,3
assay type,3
control source,3
tumor who grade,2
affinity purification,2
OVARY,2
AXILLARY NODE,2
"BREAST, LOCAL EXCISION",2
ligation,2
clip antibody vendor,2
clip antibody cat,2
reference condition,2
source cells,2
PARTIAL MASTECTOMY,2
COMPLETION MASTECTOMY,2
postnatal day,2
feature type,2
SENTINEL AXILLARY LYMPH NODE,2
life form,2
selection media,2
test condition,2
"BREAST, MASTECTOMY",2
domain,2
cell line source gender,2
par-clip,2
cell mixing ratio,2
data_type,2
rounds of infection,2
solvent,2
"BRAIN (CEREBELLUM), BIOPSY",2
sample tag_information,2
months_survival,2
progression_status,2
months_progression,2
cell line source age,2
cell line source tissue,2
stage of differentiation,2
organoid type,2
cause of death,2
transplanted with,2
treatment_term_name,2
duration_units,2
cell mixture,2
incubation partner,1
small molecule,1
mammalian host,1
small cell lung cancer Derived from metastatic site,1
cell lie,1
mitotic rate,1
Infection Status,1
hot,1
injected cells,1
age of patient when tumor sample obtained,1
positive Down screening risk,1
passage no,1
