name,count
previously treated for nhl,137
fvc,137
caseid,137
sars-cov-2 infected,136
treatement,136
dna methylation subgroup,136
Other,136
egfr status,135
stress exposure,135
inflammation status,135
sample origin,135
family,134
time since steroid dose,134
host cell,134
collectiondate,134
cellcount,134
responder cells,134
cell fraction,134
years since diagnosis,134
culture duration,134
components,133
biopsy site,133
Time,132
donor_genotype,132
tissue-of-origin,132
injection_type,132
histopathology,132
sample collection time post infection,130
ip antibody,130
dnase_protocol,129
technology,128
skin disease,128
pcr positivity,127
biological sex,127
wg signature status,127
fibrinogen,126
ventilator-free days,126
icu,126
apacheii,126
charlson score,126
sofa,126
genetic class,126
target molecule,126
associated controlled-vocabulary terms,126
dmax<=20cm,126
symptom,125
gvhd,125
mutation_carrier_status,124
tfc_disease_stage,124
tfc_score,124
sequencing pool,124
mouse genotype/variation,124
cag_repeats,124
t cell subset,123
day-post-infection,123
phase,123
igra test_result,123
single intradermal_comparative_tuberculin_test_(sictt)_result,123
interferon gamma_release_assay_(igra)_test_starting_material,123
ifga bovine_-_ifga_avian,123
ifga bovine,123
line type,123
ifga nil,123
ifga avian,123
Diagnosis,122
tumor subtype,122
time post infection,121
protocol number,121
anca,121
scan id,120
nsaids,120
infectivity,120
arthropathymeds,120
pcr result,120
sequencing provider_id,120
batch group,120
qc status,120
application,120
das score,120
sulfasalazine,120
leflumide,120
enzyme,120
plaquenil,120
steroids,120
othermeds,120
country,120
biologics,120
ehrlichia strain,120
rituximab,120
met_amplification,119
tissue processing,119
stimulation protocol,119
other batch,118
bmt recipient,118
cell part,118
serum type,118
day after seeding,118
bmt donor,118
exposed stress,118
visitid,117
date of array,117
line number,117
batch.date,116
marrow,116
nhl or chl,116
subtype/fl grade,116
array batch,116
cell culture,116
hospital,116
os month,116
culture media,116
infection agent,116
day of_tumor_harvest,116
harvesting time,115
biosample confirmed diagnosis,114
neurosphere derivation time,113
tert promoter status,113
immune status,113
isolation source,113
previous treatments,113
vaccine regimen,112
fragments in clean bam,112
idh,112
cell line source,112
days after positive pcr results,111
postmortem delay,111
omicron sublineage,111
parasite clearance halflife upon artemisinin treatment in patient,110
cd4+ t cell subset,110
mouse_id,110
causes hf,110
sensor,110
donor code,110
total cholesterol,109
type of sample,109
t2d/ir,109
tryglicerides,109
fibrosis degree,109
fasting glycemia,109
sentrix id,108
cell type/line,108
day_posthct,108
spike-in,108
hdl-cholesterol,108
sentrix position,108
patient population,108
clinical condition,108
"culture, stage, strain, harvest timepoint, estimated developmental age",108
ldl-cholesterol,108
dayposthct,107
post-mortem interval,107
Histology,107
adt,107
collection time,106
readtype description,106
interim pet response,106
readtype,106
primary tissues,106
lmr>2.1,106
time after treatment,106
mic,106
other,106
growth media,106
crispr library,105
variety,105
admission,105
pasi_total,105
age at sampling,105
sample age proxy,105
prnp codon 129 genotype,105
subjid,105
mrc scale score,105
chip-seq antibody,105
race/ethnicity,105
drug dose,105
infection group,105
primary/recurrent,105
day_post_hct,105
scar,104
timepointunit,104
Outcome,104
watch and wait,104
patient condition,104
worm infection,104
timecollected,104
family id,104
colloquialtimeofday,104
lighttreatment,104
female,104
braak,103
small rna,103
circumstances,103
clinical phenotype,103
sample subseries,103
lesion,103
target,102
replicate mouse,102
ph,102
matched pair id,102
stimulation duration,102
gestational age,102
lymphoma type,102
infected,101
rf,101
diagnosis at bl,101
ml_dataset,101
Usage number,101
das44,101
wellbeing,101
Filter number,101
pain,101
pseudotime,101
diagnosis at year = 1,101
swollen joints,101
tender joints,101
Exposures,101
geo series,101
ccp2,101
geo accession,101
symp.dur,101
library strategy,101
remission,101
Tumor size,101
response to artemsinin,101
replicate id,101
cortical_score,100
cag_adj_estimated_onset,100
cag_adj_striatal_score,100
average library size,100
striatal_score,100
estimated_onset,100
viral load,100
donor number,100
serotype,100
duration_adj_striatal_score,100
exposure time,100
hto,100
channel count,100
followup months,100
age of psoriasis onset,100
current status,100
sdh status,100
litter,99
hemisphere,99
hours post-treatment,99
localization,99
treatment time point,98
retinopathy,97
disease_extension,97
microarray_batch,97
isolate type,97
Smoking status,97
cdeis,97
endoscopic_mayo_score,97
partial cdeis,97
ko induction_time,97
endoscopic_activity,97
vector,97
case_phenotype,97
idh1,97
mycn status,97
tumor status,97
incubation conditions,96
"5, farthest",96
sars-cov-2 infection state,96
biosample confirmed sub-diagnosis,96
age at transplant,96
time of blood draw,96
primary disease,96
reporter,96
atrx,96
days post-vaccination,96
ribosomal rna delpetion strategy,96
culture_conditions,96
volunteer number,96
viral strain,96
developmental stage rna isolation,96
als phenotype,96
individual identifier,96
transplanted organ,96
roi lot,95
specimen_barcode,95
sars-cov2 status,95
imprkrt16w12,95
imprepi.thickness,95
parasite line,95
imprkrt16w12_75,95
animal name,95
improvementtpssatw12,95
pasi75_w12,95
improvementpasiatw12,95
cell stimulation,95
endoscopic mayo subscore,94
mitotic index,94
xenograft line,94
chemistry,94
sequencing library,94
qrds,94
mouse identifier,94
neuropathological diagnosis,94
lps treatment,93
Condition,93
microglia media,93
sirna treatment,93
traf3ip2 genotype,92
location of onset,92
smoker or non smoker,92
alchool use or not,92
other pathologies,92
therapy used,92
vaccination boost,92
familial anamnesis,92
age.at.operation,92
transduced with,92
exposed to,92
tumor.in.left.right.lobe,92
fusion transcrit,92
multifocal,92
cinsarc group,92
rqi,92
purification,92
post-mortem interval in hours,92
subdivision of stimulated animals based on time of epilepsy developmentepilepsy development,92
n0,92
lymphocyte.reaction,92
largest.dimension.ln.metastasis..cm,92
subdivision of stimulated animals based on epilepsy development at given time point,92
number.of.invaded.lymph.nodes..on.total.investigated.lymph.nodes,92
health status,92
mutational.status,92
subdivision of stimulated animals based on seizure number,92
extrathyroidal.extension..where,92
vascular.invasion,92
histological..subtype,92
vaccination dose,92
ibrutnib sensitivity,92
capsular.effraction.lnm,92
sub-population,92
largest.dimension..primary.tumor..cm,92
survival characteristics,92
patient source,91
tumour stage,91
tumor region,91
biopsy number for this subject,91
disease_stage,91
pcr screening for sars-cov-2,90
days post onset of symptoms,90
rna type,90
onset,90
p53 ihc,90
cell state,90
"age, months",90
ct_aspergilloma,89
ct_nod_cav,89
survival_time,89
ctscore,89
ct_severity,89
disease_duration,89
ct_extent,89
ct_nodules,89
ct_severe_cav,89
ct_consolidation,89
ct_tib,89
tlc,89
Status,89
sample number,89
grna,89
fev1,89
eae clinical score,89
Patient,89
Group,89
idh1 mutation,89
tlco,89
kco,89
replicate # in experiment,88
unique_subject_identifier,88
tumour location,88
progression_free_survival,88
cell compartment,88
progression_free_survival_censor,88
bacterial lysate,88
sample collection time post virus infection,87
disease category,87
age of death,87
trial arm,87
hour post infection,87
antibiotic treatment,87
sequencing,86
cell subpopulation,86
experiment year_month,86
virus type,86
unsorted or sorted,86
AGE,86
cattle breed,85
main comorbidities,85
clinical type,85
surgery,85
clinical stage,85
tdtomato labeling,84
cre driver,84
apoe4,84
patient comorbidity,84
passes qc checks,84
yfp labeling,84
mouse line abbreviation,84
pre_alveolar macrophageplification,84
tumor type/grade,84
dissection,84
input material,84
culture method,84
rcas vector,84
vonsattel grade,84
responder,84
tissue/treatment id,84
overexpression,84
survival time in months,84
host genotype,84
instance,84
tissue compartment,83
alias,83
virus infection,83
cell line background,82
latent tb status at blood draw,82
experiment label,82
infectious challenge,82
draw day,82
viral status,82
average tagmented library size,82
prophylaxis,81
e64-treatment,81
donor_type,81
dissolved oxygen,81
integrative analysis,81
pool no,81
3' adapter sequence,81
healthy control,81
cell density,81
subclass,80
simulation,80
cdkn2a methylation,80
correctedtod,80
causeofdeath,80
pten methylation,80
idh mut status,80
mannerofdeath,80
tobaccoatod,80
tissuestoragetime_month,80
bloodtexicology,80
rpf_rin,80
exercise intensity,80
avgph,80
tp53 seq,80
egfr amp,80
p-pras40 ihc,80
timeofdeath,80
pten del,80
pdgfra ihc,80
exposure condition,80
number of cells,80
animal identifier,80
control/intervention,80
medicationsatodc,80
rtsq30,79
umiq30,79
pkc file,79
adapter sequence,79
specimen site,79
expression,79
challenge,79
folder name,79
infectious_dose,79
library id,79
panel,79
relapse time,79
primary recurrent,79
infected host,79
bacterial strain,79
fracture site,78
cell number,78
gfap status,78
patient identifier,78
mib,78
treatment2,78
tumour,78
bcg state,78
age patient,78
viral family,78
stage of repair process,78
viral genus,78
covid infection_status,77
lentivirus,77
karyotype,77
culture days,77
geo expression data,77
biopsytime,77
covid severity_status,77
tissue group,77
sentrix.id,76
bacterial infection,76
desease state,76
steroids_cat,76
averageage,76
nasal_steroids,76
any_immune,76
treatment status,76
surgery type,76
averagebodymassindex,76
cancer stage,76
steroids_daily_pred_mg,76
immune_or_nasal,76
huntingtondiseasestatus,76
source tissue,76
vdi,76
smoking_status,76
smoking_pkyrs,76
host strain,76
blood island injection at 28 hpf,76
rna population,76
c4 = egpa,76
replicate / experiment,75
infection duration,75
minimum counts per cell threshold used to remove background barcodes,75
lesional (ls) vs. nonlesional (nl) vs. normal,75
bvas,75
post-mortem delay,75
peptide,75
preservation method,75
genotype/varaition,75
number of pooled individuals,75
indrops version,75
pool id,75
infection state,75
library index sequence used to demultiplex,75
minimum reads per cell during initial processing,75
cell lines,75
ClinicalInformation,75
spike-ins,75
bone-marrow grafting type,74
bone-marrow grafting status,74
parental tumor subtype,74
perturbation/epigenome editor,74
clinical outcome,74
sample plate,74
growth stage,74
lung log10cfu,74
mouse line,74
tp53,74
radiation,74
activation agent,74
ear treatment,74
sequeneced tissue name,73
tb-status,73
injected virus,73
preliminary diagnosis,73
Type,73
injection site,73
experimental status,72
clinical indication,72
patient identification number,72
sentrix_id,72
b. pertussis strain,72
sort population,72
transgenic line,72
therapy,72
tcm syndrome,72
hd genotype,72
batch of sequencing,72
sentrix_position,72
metastasis site,72
variant type,72
b. pertussis year of isolation,72
vzv antigen,71
treatment 1,71
storage,71
sample description,71
compound,71
primary tumor site,71
gca,71
tumor contact with subventricular zone yes/no,71
nf1 inheritance,70
facial dysmorphism,70
scoliosis,70
lisch nodules,70
microdeletion sub-type,70
cutaneous neurofibromas,70
subcutaneous neurofibromas,70
skin-fold freckling,70
host mice strain,70
passage of pdx,70
tags,70
originial tumor id,70
plexiform neurofibromas,70
parental origin,70
glioma,70
fetus,70
rna isolation kit,70
igm,70
cxcl11_12,70
learning disabilities,70
anatomical location,70
cxcl12,70
donor covid_status,70
rna extraction_protocol,70
biological drug,70
ackr3,70
embryo,70
age at initiation,70
lesional (ls) vs. normal,69
mrna-seq reads,69
trasplant donor origin,69
Genetic background,69
Lymph node involvement,69
ezh2 mutation,69
Degree of differentiation,69
dpi,69
treatment_timeline,69
compartment,69
alcohol,69
host vendor,69
host strain/background,69
Histological type,69
fl grade,68
primary_recurrent,68
idh_mutation,68
mouse selection,68
structure,67
steroid,67
restriction enzymes,67
day blood taken,67
vs type,67
ebv.status,66
clinically_aggressive,66
lf,66
histological.type,66
ann arbor stage,66
prior_surg,66
number of immunization boost,66
prior_rt,66
mnp_score,66
mnp_classifier,66
postop_growth_rate_percentyr,66
backbone,66
eor,66
preop_growth_rate_percentyr,66
lffp,66
tissue status,66
genetic variants,66
modulation mg,66
stabilized with,66
sampling.time,66
chip epitope,66
day cfu measured,66
size,66
control or als,65
derivation,65
kit/pdgfra mutation site,65
metastatic tumor site,65
cell markers,65
risk,65
tumor histology,65
hpi,65
malaria infection,65
response to eribulin,65
treatment_duration,65
treatment 2,65
kit/pdgfra mutation type,65
kit dna_extraction,65
iPSc clone name,65
id simple,64
tumor localisation,64
cag repeat size,64
hadzi-vonsattel striatal score,64
geo_sample_id,64
clinical trial phase,64
methylation_geo_id,64
idontma,64
id sample,64
vector treatment,64
severity_score,64
roilabel,64
fetalgender,64
covidstatus,64
harvest time,64
sequencing method,64
cnccs derived from,64
lesion_size,64
previous drug treatment,64
rounds_to_cure2,64
age at time t0 in years,64
library_batch,64
rounds_to_cure,64
antibodies,64
hadzi-vonsattel cortical score,64
immune border,64
lesion_label2,64
dth,64
roi type,64
ki67 percentage,64
cytology,64
ivygap,64
infiltration,64
genes mutated for this sample from patient,64
presence_of_parasites_lesion,64
days_after_pcr,64
with_lesion_sample,64
lesion_label,64
ki67,64
parasite_numbers_lesion_qpcr,64
lesion_disease_factor,64
lib size,64
lymphocyte_count,64
total skin score,64
serum vitamin d <15ng/ml,64
lobe,64
living paired biopsies,64
dth_mm2,64
illness_duration,64
comments,64
enrichment method,63
minutes of mrna decay,63
library prep person,63
overall.survival.time,63
days post infection,63
rna sample number,63
ref id,63
ifih1-rs1990760,63
genotype/strain,62
vaccine administered,62
surgical treatment,62
antibody group,62
extraintestinal manifestations,62
other biologic medicines use,62
azathioprine use,62
rectal mesalazine use,62
stool frequency,62
life stage,62
number of_mice,62
carbon source,62
glucocorticoids use,62
oral mesalazine use,62
date sampled,62
sulfalazine use,62
bleeding,62
collection day,62
deleted_gene,62
time in culture,62
aspiration site,61
ethinicity,61
patient_no,61
source cell type,61
time of sample collection,61
tcr repertoire,61
infection type exposure,61
infected with sars-cov-2,61
clinical presentation,61
cag repeats,60
pediatric patient,60
tcr,60
tissue/cell info,60
ras score,60
angiogenesis score,60
p53 score,60
egfr score,60
sample name in supplementary file,60
prodromal status,60
dystonia,60
duration of infection,60
casegroup,60
cartridge,60
subject age,60
labeling agent,60
bru labeling time,60
alive,60
time between bru labeling and rna extraction,60
rapamycin treated,60
seks,60
ifn type,60
Case,60
primary tumor,60
rna_integrity,60
Subsets,60
time after bcg vaccination,60
fvc less than 70,60
eosinophils,60
stimulated with b . pertussis,60
stage,60
pertactin genotype,60
days after stimulation,60
csp,60
vector constructs,60
corrector,60
dyt1 mutation status,60
pathogen exposure,60
viral challenge,60
agvhd developed,60
mapped te_cell line info,60
Grading of acute GVHD,60
SEX,60
patient no,60
coo,60
rnaextractedfrom,59
apoe genotype,59
covid status,59
sorted cell_type,59
fvc predicted,59
sandwich type,59
biofluid,59
gene deletion status,58
survival year,58
types,58
cells detected,58
tissue derivation,58
pcr status,58
endotype,58
malaria retinopathy,58
respirations per minute,58
cycling,58
library input,58
location of lesion,58
experimental condition,58
replicates,58
local skin score,58
mrss,58
subtypes,58
mouse age,57
alternative sample name,57
culture platform,57
treatment outcome,57
time after infection,57
endpoint,57
lesion status,57
treatment/timepoint,57
library-type,57
mutation class,57
experimental set,57
rabbit group,57
modifications,57
induction,57
patient response,57
rabbit id,57
sampling site,57
tissue collection,56
plasmid,56
symptoms,56
primary/metastasis,56
fas ligand level,56
3 = severe changes,56
malignant tumor,56
dlco predicted,56
study_id,56
lymph node number,56
commercial source,56
grwoth condition,56
topography,56
glioblastoma subtype,56
eae scores,56
age and disease,56
data tissue_collection,56
sequencing id,56
debris removal,56
cough,56
developemental stage,56
dyspnea / tachypnea,56
publication id,56
copd,56
fever,56
sars-cov-2 genomes / 10^6 rnasep copies,56
3 = numerous,56
3 = fibrotic,56
cvrf,56
i7 index,56
cag length,56
pfspz dose,55
disease model,55
Sample ID,55
gpi,55
exitus,55
year of isolation,55
Differentiation Method,55
upper or lower extremity,55
family_history,55
tuchmi id,55
volar or non-volar,55
parental line,55
growth pattern,55
tuberculosis_history,55
mdm genotype,54
sofa score,54
copy number gain,54
timepoint_description,54
laboratory strain,54
organ system,54
match degree,54
sort strategy,54
clinic status,54
primary mutation,54
initial tumor increase/(-)decrease,54
gvhd stage,54
age at blood collection,54
perturbation,54
perturbation class,54
library version,54
ribosomal rna depletion strategy,54
mdm donor,54
kit mutation,54
organoid line,53
collected_by,53
platform,53
thymalfasin treatment,53
age at surgery,53
FISH origin,53
EBV,53
rna sample,53
granuloma,53
cfu,53
samples of different individuals pooled,53
als mutation,53
sample/subject id,53
rna extraction method,52
route administered,52
sporozoite age,52
psoriasis duration,52
genetic specifics,52
Genotype,52
pregnancy,52
isolation method,52
sars-cov-2 genotype,52
biological_replicate,52
reason for intubation,52
tumor size,52
30 day mortality,52
igg used for ip,52
egfrviii statue,52
hispanic ethnicity,52
brain metastasis,52
cross-linked,52
lrti pathogen,52
lrti type,52
vehicle,51
oxygen percentage,51
tumor_grading,51
infection strain,51
day of tissue harvest,51
last follow-up,51
lymph node,51
cut&tag antibody,51
days_to_tb,51
extract_protocol,51
organism_status,51
dosage 1,51
dosage 2,51
tumor side,51
treatment stage,51
organism_part,51
clinical_history,51
recipient strain,51
specific heart region,51
age/gender,51
cerebral performance category score,50
injury/age,50
Mouse ID,50
strain info,50
health_status,50
rna,50
study number,50
anti-retroviral therapy,50
metastatic site,50
age in_yrs,50
biosourcetype,50
other organ lesion,49
ago protein,49
mtb strain,49
parental cell line,49
decrease of vision,49
mutations,49
bar code,49
swollen eyelid,49
sex/age,49
idh mutation,49
tumor source,49
diplopia,49
hours_post_infection,48
treatment category,48
block in gpr file,48
treatment_time,48
facs marker,48
subject gender,48
treatment_duration_in_hours,48
sample/time point,48
slide tissue area,48
day post-infection,48
260/280,48
260/230,48
rna integrity score,48
kit,48
replicats,48
stem cell,48
onset site,48
resistance to hiv-1 following ifn treatment,48
alsfrs,48
anti-jo1 status,48
scan method,48
group label,48
sample prep,48
tisuue type,48
mosquito,48
experiment batch,48
batchid,48
subbatchid,48
librarytype,48
sequencingrunid,48
experimental day,48
infection statut,48
conditions,47
conditioning received,47
dissected embryo id number,47
symptons,47
age fracture,47
tumorsphere,47
syndrome,47
cjd subtype,47
treament,47
treatment prior to second surgery,47
relapse,47
isolation,47
sample name_2,47
codon 129,47
proximal sars-cov-2 nucleocapsid protein,47
diesease status,47
graft source,47
title_2,47
cell surface marker,47
processing batch,46
tnf,46
bw loss in 6 months prior to surgery,46
run id,46
monocytes_count,46
littermate,46
parasite density on admission,46
person,46
rna label,46
surface marker,46
lane id,46
mean.corpuscular.volume,46
ethnic group,46
BREAST,46
developmental stage/tissue,46
lymphocytes_count,46
sample id cat,46
plasma epo ria,46
mip1-beta,46
total bilirubin,46
derived from,46
parental strain,46
biol. repl,46
il-1b,46
hiv screen,46
rbc.distribution.width,46
plasma pfhrp2,46
lifetimechronicandoracuteatodinfectiousorinflammatorydiagnosis,46
patient/control id,46
mip1-alpha,46
hb genotype,46
mcp-1,46
plasma ho-1,46
ifn-gamma,46
to concatenate,46
rna fraction,46
2h alt,46
ip-10,46
il-12 p70,46
over-expression,46
il-8,46
il-6,46
systemic sclerosis subtype,46
il-1ra,46
neun,46
wbc.count,46
neutrophils_count,46
il-10,46
cov-2 variant,45
immunosuppression,45
day 28_agvhd_response,45
fvc %predicted,45
type of library,45
vaccine administration,45
cell surface markers,45
severity binary,45
inoculation,45
tissue acquisition,45
severe_eosinophilia,45
subject/sample source id,45
active_disease,45
radiation sensitivity,45
cell line / strain,45
major_organ_involvement,45
differeniation stage,45
digestives_symptoms,45
temozolomide sensitivity,45
host cell line,45
patient sample,45
tumour size,45
days post-infection,45
serologic response status,45
bcl2.break,45
bcl6.break,45
modality,44
relative sox9 level,44
cell/tissue type,44
clinical phenotype details,44
translocation,44
ct value,44
sample_nhp_id,44
time of sampling,44
intervention group,44
donor-nhp_id,44
growth type,44
receptor status,44
total rna source,44
vendor,44
tumour site,44
host organism,44
survival group,44
histological grade,44
histone mark,44
strain source,44
IL6,43
VCAM1,43
condition 1,43
differentiation status,43
Lymphotactin,43
Tissue Factor,43
condition 2,43
TGFa,43
days ill,43
nutritional state,43
TNFa,43
subject's disease state,43
hf concentration,43
prior chemotherapy,43
collection date,43
cell type neun status,43
day of collection,43
kg,43
P-selectin,43
temp,43
maternal age,42
Donor type,42
experimental variables,42
length of exposure,42
days post exposure,42
days post_infection,42
IL12p70,42
age and_strain,42
progerin,42
antibody treatment,42
h. bilis infection,42
average gic50,42
IL15,42
main group,42
rnase,42
derived from hesc or ipsc,42
properties,42
time post-vaccination,42
HLA match,42
state of culture,42
subclone,42
injection,42
Conditioning,42
IL10,42
Followup,42
GVHD stage Skin-Liver-Gut,42
number cag repeats,42
differentiation time,42
specificity,42
markers used for sorting,42
Cluster,42
age years,42
baseline fvcpp,42
baseline fevpp,42
Blood drawn post BMT,42
sample date_yyyymmdd,42
lentiviral infection,42
age/disease timepoint,42
tissue subtype/brodmann area,41
fusion,41
er status,41
post-treatment day,41
Disease,41
l. pneumophila infection,41
cpg island methylator phenotype (cimp) subgroup,41
her2 status,41
pr status,41
tumor/control,41
anti-pd1-therapy,40
repeated samples,40
sample.name,40
hemolysis score,40
overall.survival,40
batch_id,40
collection,40
oxygen flow,40
treatments,40
transfection experiment,40
source cell,40
injected lentivirus,40
gel_bead_version,40
sequencing_method,40
passaged in,40
days post-prime,40
disease phase,40
patient reference,40
nicotine,40
patient id no,40
microenvironment,40
percentage of tumor cells,40
m. tuberculosis strain,40
sample condition,40
who class,40
clinical.diagnosis.history,39
dcodewk,39
diagnosis_descriptcion,39
amyloid,39
braaklb,39
pmd,39
profession,39
neuropathological.information,39
wcode,39
ab_score,39
age at biopsy date,39
freezer,39
ocode,39
specific,39
tau_score,39
dcodeprot,39
immnosuppressive,39
csf,39
"normal individual, Tissue",39
autopsy,39
nbb,39
dcode,39
2021 classification,39
cause.of.death,39
qualifying condition,39
pten.mutation,39
egfr.mutation,39
tp53.mutation,39
pdgfra.amplification,39
uniprotkb id,39
radiation exposure,39
cdkn2a.2g.loss,39
lentiviral vector,39
egfr.amplification,39
tumor.grade,39
days post challenge,39
sample pool,39
pipeline.version,39
clofazimine treatment,39
tisue/cell type,39
experimental repeat,39
idh.status,39
construct,38
hereditary status,38
ighv status,38
Virus Strain,38
isocitrate dehydrogenase 1 status,38
tissue type analyzed,38
ev genotype,38
data file subset,38
experimental batch,38
ev donor,38
histological response,38
sample_time,38
rna subtype,38
isogenic_group,38
host cell type,38
postsurgical-treatment,38
imatinib responder,38
cells_loaded,38
mgmt.status,38
nulliparous,38
labor,38
deliveryroute,38
resection,38
genomic modification,38
pooled,38
xenograft source,38
meningioma type,37
sf,37
paired with,37
tumor vs. normal,37
BRCA1/2 mutation,37
perturbation type,37
Cycle,37
workflow,37
Family History,37
Cell type,37
antibody catalog number,37
library_generation_pcr_number_cycles,37
library_generation_pcr_polymerase_type,37
library_generation_pcr_product_isolation_protocol,37
Source,37
library_generation_pcr_thermocycling_program,37
donor no,37
library_generation_pcr_primer_conc,37
translocation status of ccnd2,37
cdca7l expression,37
drug concentration,37
mating type,37
exptl time,37
virus-stimulation,37
library prep kit,37
library_generation_pcr_f_primer_sequence,37
data type,37
sample case,37
library_generation_pcr_r_primer_sequence,37
skin anatomy,36
medicine,36
maximal prior disease extend,36
tw culture results,36
time post-treatment,36
indication,36
viral infection,36
primary cells,36
conditional ly6e knock-out,36
locale,36
parasite,36
disease diagnosis,36
relation to individuals with wd,36
ki67.score,36
subject label,36
irf4/mum1.expr,36
individuals,36
tagid,36
l.pn infection,36
tagseq,36
tna extraction_method,36
hours of infection,36
clone id,36
subject id/diagnosis,36
endoscopic mayo score,36
clinical information,36
duration in hours,36
inhibitor removal,36
location type,36
antibody catalog/vendor,36
lc status,36
cd10.expr,36
myc.break,36
batch number,36
irf4 genotype,36
miRNA,36
experimental,36
timepoint_in_hours,36
library preperation date,36
transl,36
environment,36
ln involvement,36
Mouse model,36
extranodal,36
growth time mins,36
first-line therapy,36
day transplantation,36
number of replicates,36
barcoded replicate,36
water salinity,36
clinical group,36
organ obtained,36
rna-extraction date,36
ipi,36
sample from primary gbm diagnosis,36
developmental stages,35
flow cytometry cell subset proportions,35
brodmann area,35
biopsy vs surgical resection,35
btic id,35
person id,35
nonunion type,35
host_cell_line,35
MALT1 Tx,35
donation source,35
contiguous with mpnst,35
hours post fertilization,35
labversion description,35
primary vs metastatic,35
scorad,35
Age of Onset,35
strain  background,35
years of disease,35
nf1 diagnosis,35
Age at interview & blood sampling,35
family history of nf1,35
Twin Pair ID,35
Clinical Status,35
cre,35
culture age,35
experimental design,35
pulldown,35
TNM stage,34
Age at time of surgery,34
Packyears,34
dna_preparation_adaptor_sequence,34
untreated/treated,34
characterstics,34
Location of distant metastasis,34
dna_preparation_post-ligation_fragment_size_selection,34
Type of Surgery,34
bisulfite_conversion_percent,34
dna_preparation_fragment_size_range,34
conditioned media origin,34
treated stem cells,34
library_generation_pcr_template_conc,34
tandem repeat number,34
Metastases,34
Location tumor,34
dna_preparation_initial_dna_qnty,34
dna_preparation_adaptor_ligation_protocol,34
Tumor type,34
bisulfite_conversion_protocol,34
eae status,34
method of preservation,34
Dead/Alive,34
COPD,34
cell tye,34
asbestos-fiber count,34
morphotype,34
day of isolation,34
FEV1,34
body site,34
reprogramming method,34
disease subset,34
time_point,34
conditioned media type,34
dexamethasone status,34
Sample code,34
Tissue type,34
GOLD stage,34
p53 Model,33
gene,33
genetic variants inheritance,33
bedaquiline dose,33
treatment_gefitinib,33
alternative_name,33
total volume,33
infectious,33
cell treatment,33
srcap crispr edit,33
h2a.z crispr edit,33
sars-cov-2 strain,33
definite analysis,33
age at collection,33
parasite isolate,33
growth conditions,33
time post initiation of treatment,33
chip-antibody cat,33
core code,33
sputum smear status,33
induce ifnÎ²,33
gdnf-stimulated,33
chip-antibody vendor,33
viral infected,33
hrs post cpgb stimulation,33
name_in_pmid_21471286,33
extract protocol,33
clinical phenotypes,33
isolate sensitivity,33
tretment,33
transposase,32
disrupted gene id,32
virus accession number,32
animal number,32
zygosity,32
nhp id,32
alzheimers status,32
plasmodium strain,32
cultivation,32
twins,32
KIT mutation,32
plasmodium falciparum infection status,32
infection type,32
tb_status,32
diffuse/limited,32
age post-hatch,32
uv irradiation,32
virus taxon id,32
water type,32
hiv_status,32
time after treatment (and reversal) in hours,32
tetracycline,32
adt/hto,31
sgrna pool,31
paired patient,31
single or double infection,31
lymphoma subtype,31
iPS,31
age at time of collection,31
gbm classification,31
antibody status,31
study sample number,31
chl subtype,31
treatment before challenge,31
maternal health status,31
Cell line,31
cell line name,31
b cell type,31
gestational stage,31
gvhd status,31
age fraction,31
treatment/passsage,31
sample beneath,30
single or double infected,30
viral concentration,30
pna,30
induction time,30
virus added,30
normal vs covid-19,30
tissue from postmortem or living patient,30
line name in manuscript,30
age of pregnant women,30
neural tube defect,30
tcell type,30
source cell line,30
age at skin biopsy,30
derived cell line,30
cell line/type,30
vaccinated,30
tumor tissue source,30
cell passage,30
rna prep,30
pre-treatment,30
lentiviral mediated overexpression,30
pretreatment time,30
biopsied region,30
schedule,30
Time after induction,30
tumor organ site,30
pathological diagonosis,30
biogroup,30
transgene1,30
transgene2,30
preparation method,30
differentiation state,30
phenotypes,30
library barcode,30
Medication at blood sampling,30
knock-in line,30
post-operative day,30
rsk1 protein group,30
sampling point,30
beadchip section,30
tw serology results,30
beadchip barcode,30
tb strain,30
brain section,30
test,30
spikeinpool,30
rifapentine (10mm) treated,30
p. berghei anka-infected,30
sequencing run / batch,30
cell culture condition,30
cell-type,30
estimated sample purity,30
"gender,age, tissue type",30
vaccinated status,30
fresh frozen (ff) or ffpe,30
note_other,30
a260/a280 ratio,30
rifampin (10mm) treated,30
p53_status,30
chemical treatment,30
parental-strain,30
promoter,30
microarray hybridization date,30
status of disease 5 years,30
egfr variant,30
primary_recurrence,30
no treatment,30
rifabutin (10mm) treated,30
knockout status,30
vehicle (methanol at 0.0025%) treated,30
treatment_effect,30
growth time,30
subject 2 gender,29
th-mycn mouse genotype,29
subject 2 age,29
treatment concentration,29
cf diagnosis,29
creatinine,29
Î¼g cy3 probe hybridized,29
strain origin,29
icu_los,29
los,29
leukocyte,29
chip antibody catalog,29
lymphocytes,29
subject 2,29
skin score done by mdm,29
subject 1 age,29
subject 1 gender,29
subject 1,29
pmol cy3/Î¼g crna,29
tumor cell line,29
pseudomonas infection,29
in vitro or in vivo,29
infection route,29
age at examination,29
geographical origin,29
clinical_subgroup,29
immunosuppressors,29
affected status,29
procalcitonin,29
billirubin,29
sbp_worst_24h,29
lactate,29
